"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
8636,2,21568,2660,desktop,0,75,356,3075732,4507820,0
3855,0,12517,420,mobile,0,55,191,739929,2066854,0
662,0,1505,139,tablet,0,72,318,210995,356248,0
251,0,419,15,tv,0,73,92,23318,176721,0
2,0,3465,0,unknown,0,5,10,21,552,0
"
",,,,,,,,,,
