"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
3494,0,12465,532,desktop,0,70,215,751520,1164436,0
2566,0,23243,203,mobile,0,62,176,452663,916037,0
760,0,767,3,tv,0,91,5,4365,231183,0
444,0,3292,58,tablet,0,68,192,85660,135679,0
96,0,648,0,unknown,0,44,47,4568,0,0
"
",,,,,,,,,,
