"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
5613,16,21548,1183,desktop,0,64,306,1722963,3092785,0
3390,0,13938,341,mobile,0,45,154,523244,1803377,0
383,0,1956,75,tablet,0,66,268,102644,183949,0
275,0,311,3,tv,0,44,7,2149,138145,0
4,0,2163,0,unknown,0,19,41,165,1104,0
"
",,,,,,,,,,
