"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
21,0,387,5,desktop,0,58,217,4562,8316,0
19,0,25,1,mobile,0,99,12,229,15893,0
0,0,70,0,unknown,0,0,0,0,0,0
0,0,3,0,tablet,0,0,0,0,0,0
"
",,,,,,,,,,
