"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
12671,12,30026,2508,desktop,0,67,198,2511392,3748130,0
3999,0,14474,603,mobile,0,56,166,667393,1178653,0
688,0,2066,138,tablet,0,73,223,153956,210412,0
85,0,157,20,tv,0,72,256,21819,30265,0
19,0,2356,49,unknown,0,57,86,48413,0,0
"
",,,,,,,,,,
