"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
12033,23,41757,3042,desktop,0,74,311,3746459,5055054,0
6899,0,22944,809,mobile,0,55,195,1349525,2432237,0
889,0,2880,208,tablet,0,72,287,255358,350932,0
307,0,562,41,tv,0,79,180,55513,69470,0
5,0,2479,0,unknown,0,78,438,2192,2795,0
"
",,,,,,,,,,
