"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
61821,77,172827,19489,desktop,0,74,365,22573407,30160864,0
25182,0,176909,4468,mobile,0,67,289,7300244,10763899,0
4263,0,15305,1259,tablet,0,76,375,1601329,2087977,0
1145,0,1379,159,tv,0,79,119,136607,172238,0
91,0,2998,45,unknown,0,78,159,21282,0,0
"
",,,,,,,,,,
