"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
52308,10,135393,13413,desktop,0,72,326,17095799,23577926,0
21618,0,88895,3460,mobile,0,73,355,7677946,10404037,0
3628,0,10149,1050,tablet,0,76,377,1370495,1793075,0
739,0,989,115,tv,0,73,122,90431,123136,0
195,0,2429,16,unknown,0,82,228,44573,0,0
"
",,,,,,,,,,
