"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
23,0,288,9,desktop,0,41,228,5264,14381,0
3,0,15,3,tablet,0,100,1611,4833,4833,0
2,0,10,0,mobile,0,42,508,1017,2388,0
0,0,3,0,unknown,0,0,0,0,0,0
"
",,,,,,,,,,
