"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
11126,20,27576,2095,desktop,0,69,231,2576681,3726863,0
3543,0,18522,388,mobile,0,54,174,616984,1141906,0
681,0,2004,115,tablet,0,69,241,164620,235838,0
89,0,154,24,tv,0,74,190,16945,22742,0
24,0,1970,1,unknown,0,90,229,5519,6066,0
"
",,,,,,,,,,
