"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
3121,10,12356,475,desktop,0,61,292,912635,1485755,0
1285,0,4333,188,mobile,0,69,269,346640,501951,0
361,0,953,71,tablet,0,69,354,127976,185107,0
79,0,94,5,tv,0,62,90,7111,11385,0
23,0,829,1,unknown,0,71,270,9686,0,0
"
",,,,,,,,,,
