"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1733,2,3108,348,desktop,0,70,209,363696,562284,0
957,0,1475,171,mobile,0,74,181,174139,259187,0
258,0,258,1,tv,0,71,5,1461,79674,0
152,0,219,27,tablet,0,76,186,28359,40949,0
0,0,201,0,unknown,0,0,0,0,0,0
"
",,,,,,,,,,
