"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
0,0,26,0,2013-01-01,2013-01-02,0,0,0,0,0,0,0,0
1,0,80,1,2013-01-02,2013-01-03,0,0,0,0,0,0,0,0
0,0,127,0,2013-01-03,2013-01-04,0,0,0,0,0,0,0,0
4,0,57,1,2013-01-04,2013-01-05,0,0,0,0,0,0,0,0
0,0,62,0,2013-01-05,2013-01-06,0,0,0,0,0,0,0,0
0,0,18,0,2013-01-06,2013-01-07,0,0,0,0,0,0,0,0
1,0,57,1,2013-01-07,2013-01-08,0,0,0,0,0,0,0,0
1,0,32,1,2013-01-08,2013-01-09,0,0,0,0,0,0,0,0
1,0,33,0,2013-01-09,2013-01-10,0,0,0,0,0,0,0,0
1,0,61,0,2013-01-10,2013-01-11,0,0,0,0,0,0,0,0
3,0,126,3,2013-01-11,2013-01-12,0,0,0,0,0,0,0,0
0,0,51,0,2013-01-12,2013-01-13,0,0,0,0,0,0,0,0
5,0,61,3,2013-01-13,2013-01-14,0,0,0,0,0,0,0,0
0,0,52,0,2013-01-14,2013-01-15,0,0,0,0,0,0,0,0
3,0,38,2,2013-01-15,2013-01-16,0,0,0,0,0,0,0,0
0,0,47,0,2013-01-16,2013-01-17,0,0,0,0,0,0,0,0
0,0,58,0,2013-01-17,2013-01-18,0,0,0,0,0,0,0,0
1,0,45,0,2013-01-18,2013-01-19,0,0,0,0,0,0,0,0
0,0,14,0,2013-01-19,2013-01-20,0,0,0,0,0,0,0,0
1,0,41,1,2013-01-20,2013-01-21,0,0,0,0,0,0,0,0
1,0,35,0,2013-01-21,2013-01-22,0,0,0,0,0,0,0,0
1,0,56,0,2013-01-22,2013-01-23,0,0,0,0,0,0,0,0
0,0,39,0,2013-01-23,2013-01-24,0,0,0,0,0,0,0,0
1,0,61,0,2013-01-24,2013-01-25,0,0,0,0,0,0,0,0
1,0,32,0,2013-01-25,2013-01-26,0,0,0,0,0,0,0,0
1,0,36,1,2013-01-26,2013-01-27,0,0,0,0,0,0,0,0
0,0,29,0,2013-01-27,2013-01-28,0,0,0,0,0,0,0,0
0,0,48,0,2013-01-28,2013-01-29,0,0,0,0,0,0,0,0
1,0,42,0,2013-01-29,2013-01-30,0,0,0,0,0,0,0,0
1,0,72,1,2013-01-30,2013-01-31,0,0,0,0,0,0,0,0
2,2,84,1,2013-01-31,2013-02-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
