"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
3,0,98,2,2011-08-01,2011-08-02,0,0,0,0,0,0,0,0
5,0,92,2,2011-08-02,2011-08-03,0,0,0,0,0,0,0,0
1,0,83,0,2011-08-03,2011-08-04,0,0,0,0,0,0,0,0
11,0,83,1,2011-08-04,2011-08-05,0,0,0,0,0,0,0,0
6,0,73,1,2011-08-05,2011-08-06,1,0,0,0,0,0,0,0
6,0,77,0,2011-08-06,2011-08-07,0,0,0,0,0,0,0,0
4,0,56,0,2011-08-07,2011-08-08,0,0,0,0,0,0,0,0
6,0,99,0,2011-08-08,2011-08-09,0,0,0,0,0,0,0,0
7,0,84,0,2011-08-09,2011-08-10,0,0,0,0,0,0,0,0
5,0,74,1,2011-08-10,2011-08-11,0,0,0,0,0,0,0,0
5,0,51,0,2011-08-11,2011-08-12,0,0,0,0,0,0,0,0
4,0,90,1,2011-08-12,2011-08-13,0,0,0,0,0,0,0,0
3,0,62,1,2011-08-13,2011-08-14,0,0,0,0,0,0,0,0
1,0,50,0,2011-08-14,2011-08-15,0,0,0,0,0,0,0,0
1,0,36,0,2011-08-15,2011-08-16,1,0,0,0,0,0,0,0
5,0,95,2,2011-08-16,2011-08-17,0,0,0,0,0,0,0,0
5,0,134,0,2011-08-17,2011-08-18,0,0,0,0,0,0,0,0
1,0,78,0,2011-08-18,2011-08-19,0,0,0,0,0,0,0,0
5,0,89,0,2011-08-19,2011-08-20,0,0,0,0,0,0,0,0
2,0,45,0,2011-08-20,2011-08-21,0,0,0,0,0,0,0,0
1,0,64,1,2011-08-21,2011-08-22,0,0,0,0,0,0,0,0
6,0,115,1,2011-08-22,2011-08-23,0,0,0,0,0,0,0,0
3,0,95,3,2011-08-23,2011-08-24,0,0,0,0,0,0,0,0
2,0,240,0,2011-08-24,2011-08-25,0,0,0,0,0,0,0,0
3,0,71,1,2011-08-25,2011-08-26,0,0,0,0,0,0,0,0
1,0,62,1,2011-08-26,2011-08-27,0,0,0,0,0,0,0,0
0,0,43,0,2011-08-27,2011-08-28,0,0,0,0,0,0,0,0
3,0,54,0,2011-08-28,2011-08-29,0,0,0,0,0,0,0,0
6,0,230,1,2011-08-29,2011-08-30,0,0,0,0,0,0,0,0
3,0,148,2,2011-08-30,2011-08-31,0,0,0,0,0,0,0,0
1,0,56,0,2011-08-31,2011-09-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
