"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
69,0,143,15,2015-08-01,2015-08-02,0,0,0,59,364,25118,43711,0
37,0,121,3,2015-08-02,2015-08-03,0,0,0,69,323,11987,17160,0
26,0,77,6,2015-08-03,2015-08-04,0,0,0,68,329,8557,13168,0
37,0,91,6,2015-08-04,2015-08-05,0,0,0,59,234,8689,16472,0
57,0,267,13,2015-08-05,2015-08-06,2,0,0,70,240,13706,21553,0
26,0,68,4,2015-08-06,2015-08-07,0,0,0,79,304,7910,9994,0
26,0,65,8,2015-08-07,2015-08-08,0,0,0,65,296,7720,12598,0
40,0,102,9,2015-08-08,2015-08-09,0,0,0,75,243,9747,12838,0
30,0,70,8,2015-08-09,2015-08-10,0,0,0,67,246,7399,13414,0
24,0,76,10,2015-08-10,2015-08-11,0,2,0,82,289,6953,8385,0
38,0,81,4,2015-08-11,2015-08-12,0,0,0,78,263,10024,13378,0
63,0,126,13,2015-08-12,2015-08-13,0,0,0,57,289,18229,34191,0
35,0,105,9,2015-08-13,2015-08-14,0,0,0,65,342,12003,20466,0
27,0,52,6,2015-08-14,2015-08-15,0,0,0,69,349,9440,14390,0
65,0,97,17,2015-08-15,2015-08-16,0,0,0,81,262,17059,24462,0
98,0,163,6,2015-08-16,2015-08-17,0,0,0,80,268,26304,34109,0
75,0,137,14,2015-08-17,2015-08-18,0,0,0,80,299,22491,28781,0
56,0,162,17,2015-08-18,2015-08-19,0,0,0,87,316,17738,21076,0
135,1,272,24,2015-08-19,2015-08-20,1,0,0,55,297,40210,77928,0
68,1,136,14,2015-08-20,2015-08-21,0,0,0,59,352,23993,41818,0
58,0,140,8,2015-08-21,2015-08-22,1,0,0,66,251,14576,24306,0
41,0,110,8,2015-08-22,2015-08-23,0,0,0,73,264,10849,17637,0
9,0,29,3,2015-08-23,2015-08-24,0,0,0,76,356,3212,4951,0
54,0,132,6,2015-08-24,2015-08-25,1,0,0,74,279,15119,23582,0
47,0,96,10,2015-08-25,2015-08-26,0,0,0,69,267,12551,20492,0
28,0,81,11,2015-08-26,2015-08-27,0,0,0,58,255,7141,12992,0
27,0,65,3,2015-08-27,2015-08-28,0,0,0,68,276,7456,12358,0
28,0,52,0,2015-08-28,2015-08-29,0,0,0,64,73,2051,19632,0
15,0,37,5,2015-08-29,2015-08-30,0,0,0,67,286,4290,7121,0
19,0,72,2,2015-08-30,2015-08-31,0,0,0,71,245,4657,8394,0
21,0,57,6,2015-08-31,2015-09-01,0,0,0,67,271,5707,8926,0
"
",,,,,,,,,,,,,
