"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
523,0,1476,81,2016-04-01,2016-04-02,1,0,0,74,476,249375,368620,0
273,0,966,41,2016-04-02,2016-04-03,2,0,0,77,542,148023,228464,0
2509,0,10094,886,2016-04-03,2016-04-04,1,0,0,185953280,367611626,922337571084,538744,0
1907,0,8410,682,2016-04-04,2016-04-05,0,0,0,75,167,319890,496013,0
593,0,3778,189,2016-04-05,2016-04-06,1,0,0,76,273,161953,230366,0
290,0,2239,57,2016-04-06,2016-04-07,0,0,0,69,340,98822,166179,0
309,0,1440,54,2016-04-07,2016-04-08,1,0,0,76,464,143590,205437,0
251,0,1096,39,2016-04-08,2016-04-09,0,0,0,73,437,109934,169959,0
331,0,1193,53,2016-04-09,2016-04-10,2,0,0,76,480,158977,222728,0
337,0,1260,67,2016-04-10,2016-04-11,3,0,0,71,386,130353,213507,0
323,0,1187,62,2016-04-11,2016-04-12,0,0,0,76,428,138379,196298,0
424,0,1346,67,2016-04-12,2016-04-13,1,0,0,70,370,157190,243795,0
370,0,1224,58,2016-04-13,2016-04-14,1,0,0,71,396,146724,236590,0
246,0,858,59,2016-04-14,2016-04-15,0,0,0,73,414,102061,152679,0
349,0,922,61,2016-04-15,2016-04-16,0,0,0,71,365,127495,194795,0
333,0,981,51,2016-04-16,2016-04-17,0,0,0,67,371,123726,207447,0
228,0,892,56,2016-04-17,2016-04-18,0,0,0,70,407,92991,145480,0
244,0,870,28,2016-04-18,2016-04-19,2,0,0,70,323,78938,200849,0
351,0,1099,51,2016-04-19,2016-04-20,1,0,0,71,410,144054,236893,0
255,0,883,41,2016-04-20,2016-04-21,1,0,0,69,424,108146,184589,0
205,0,639,23,2016-04-21,2016-04-22,0,0,0,76,436,89534,133400,0
211,0,702,22,2016-04-22,2016-04-23,3,0,0,74,380,80287,125773,0
957,0,9653,130,2016-04-23,2016-04-24,2,0,0,71,342,327439,519758,0
778,0,4922,124,2016-04-24,2016-04-25,0,0,0,233971697,1185523762,922337487408,439902,0
370,0,1919,64,2016-04-25,2016-04-26,1,0,0,74,382,141614,202620,0
338,0,1314,45,2016-04-26,2016-04-27,2,0,0,72,445,150688,235782,0
341,0,1160,60,2016-04-27,2016-04-28,0,0,0,62,368,125739,230205,0
282,0,836,42,2016-04-28,2016-04-29,0,0,0,66,341,96360,164295,0
211,0,756,46,2016-04-29,2016-04-30,0,0,0,70,396,83683,141727,0
183,0,702,27,2016-04-30,2016-05-01,0,0,0,66,332,60812,96437,0
"
",,,,,,,,,,,,,
