"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
2,0,50,2,2012-04-01,2012-04-02,0,0,0,0,0,0,0,0
2,0,70,0,2012-04-02,2012-04-03,0,0,0,0,0,0,0,0
2,0,47,0,2012-04-03,2012-04-04,0,0,0,0,0,0,0,0
1,0,75,0,2012-04-04,2012-04-05,0,0,0,0,0,0,0,0
0,0,40,0,2012-04-05,2012-04-06,0,0,0,0,0,0,0,0
0,0,42,0,2012-04-06,2012-04-07,0,0,0,0,0,0,0,0
3,0,51,0,2012-04-07,2012-04-08,0,0,0,0,0,0,0,0
1,0,44,0,2012-04-08,2012-04-09,0,0,0,0,0,0,0,0
2,0,43,1,2012-04-09,2012-04-10,0,0,0,0,0,0,0,0
2,0,53,1,2012-04-10,2012-04-11,0,0,0,0,0,0,0,0
0,0,49,0,2012-04-11,2012-04-12,0,0,0,0,0,0,0,0
1,0,71,0,2012-04-12,2012-04-13,0,0,0,0,0,0,0,0
0,0,70,0,2012-04-13,2012-04-14,0,0,0,0,0,0,0,0
0,0,50,0,2012-04-14,2012-04-15,0,0,0,0,0,0,0,0
1,0,52,0,2012-04-15,2012-04-16,0,0,0,0,0,0,0,0
1,0,79,0,2012-04-16,2012-04-17,0,0,0,0,0,0,0,0
1,0,87,0,2012-04-17,2012-04-18,0,0,0,0,0,0,0,0
1,0,61,0,2012-04-18,2012-04-19,0,0,0,0,0,0,0,0
0,0,60,0,2012-04-19,2012-04-20,0,0,0,0,0,0,0,0
0,0,36,0,2012-04-20,2012-04-21,0,0,0,0,0,0,0,0
1,0,47,1,2012-04-21,2012-04-22,0,0,0,0,0,0,0,0
7,0,75,1,2012-04-22,2012-04-23,0,0,0,0,0,0,0,0
1,0,43,1,2012-04-23,2012-04-24,0,0,0,0,0,0,0,0
1,0,51,1,2012-04-24,2012-04-25,0,0,0,0,0,0,0,0
2,0,71,2,2012-04-25,2012-04-26,0,0,0,0,0,0,0,0
2,0,25,1,2012-04-26,2012-04-27,0,0,0,0,0,0,0,0
0,0,37,0,2012-04-27,2012-04-28,0,0,0,0,0,0,0,0
3,0,34,1,2012-04-28,2012-04-29,0,0,0,0,0,0,0,0
0,0,43,0,2012-04-29,2012-04-30,0,0,0,0,0,0,0,0
2,0,77,0,2012-04-30,2012-05-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
