"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
554,5,1531,116,2017-11-01,2017-11-02,0,0,0,62,208,115457,183932,0
545,1,1625,76,2017-11-02,2017-11-03,1,0,0,52,98,53728,101461,0
502,0,1423,63,2017-11-03,2017-11-04,7,0,0,68,120,60617,89041,0
594,0,1547,174,2017-11-04,2017-11-05,1,0,0,69,299,177730,255510,0
713,0,1703,189,2017-11-05,2017-11-06,0,0,0,68,267,191014,280838,0
715,0,2000,161,2017-11-06,2017-11-07,0,0,0,61,221,158533,258615,0
566,0,1686,88,2017-11-07,2017-11-08,2,0,0,59,199,112890,189951,0
683,3,1714,125,2017-11-08,2017-11-09,1,0,0,57,213,146108,253243,0
764,2,1986,172,2017-11-09,2017-11-10,0,0,0,54,202,154858,282679,0
649,0,2064,141,2017-11-10,2017-11-11,1,0,0,64,241,156444,242257,0
674,2,2097,162,2017-11-11,2017-11-12,0,0,0,67,300,202514,300878,0
943,1,2631,280,2017-11-12,2017-11-13,1,0,0,73,330,311266,420883,0
701,0,2062,134,2017-11-13,2017-11-14,2,0,0,60,195,137239,228134,0
2107,0,8045,573,2017-11-14,2017-11-15,0,1,0,57,118,249971,437332,0
3372,1,12099,1069,2017-11-15,2017-11-16,14,0,0,55,91,310105,563459,0
4868,5,15814,1677,2017-11-16,2017-11-17,7,0,0,59,114,557847,938414,0
6340,4,22156,1957,2017-11-17,2017-11-18,21,0,0,62,139,886548,1421095,0
4621,1,17206,1330,2017-11-18,2017-11-19,6,0,0,69,205,949937,1368509,0
2830,0,10831,432,2017-11-19,2017-11-20,6,0,0,66,105,298707,451933,0
2145,1,8523,155,2017-11-20,2017-11-21,2,0,0,67,98,211253,314905,0
2521,0,7611,516,2017-11-21,2017-11-22,5,0,0,64,213,538987,838091,0
2105,2,6314,533,2017-11-22,2017-11-23,3,2,0,66,266,561149,850021,0
1300,0,4009,322,2017-11-23,2017-11-24,0,0,0,70,294,383160,542694,0
1288,1,4029,302,2017-11-24,2017-11-25,2,0,0,72,322,415169,568866,0
1466,1,3896,335,2017-11-25,2017-11-26,0,0,0,74,336,492620,658924,0
1346,1,3764,250,2017-11-26,2017-11-27,8,0,0,68,311,419603,613878,0
1342,2,3777,282,2017-11-27,2017-11-28,20,1,0,62,253,340479,542202,0
1266,2,3580,234,2017-11-28,2017-11-29,9,0,0,63,168,213331,333652,0
1234,0,3836,273,2017-11-29,2017-11-30,1,0,0,65,252,311466,473543,0
1349,0,3478,280,2017-11-30,2017-12-01,1,0,0,69,230,310810,447427,0
"
",,,,,,,,,,,,,
