"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
309,0,2138,39,2019-12-01,2019-12-02,1,0,649,50,297,91970,212324,111
248,0,1619,32,2019-12-02,2019-12-03,1,0,479,55,291,72349,168809,114
358,0,1371,50,2019-12-03,2019-12-04,2,0,319,59,328,117434,223447,117
324,0,1124,64,2019-12-04,2019-12-05,7,0,254,58,286,92955,185009,102
200,0,960,31,2019-12-05,2019-12-06,2,0,262,56,256,51336,100768,74
184,0,821,26,2019-12-06,2019-12-07,0,0,202,59,310,57159,105095,68
173,0,775,29,2019-12-07,2019-12-08,0,0,224,60,265,45875,90388,69
208,0,1096,40,2019-12-08,2019-12-09,1,0,279,57,337,70303,133541,74
187,0,982,21,2019-12-09,2019-12-10,0,0,292,53,225,42243,96964,77
216,0,1228,46,2019-12-10,2019-12-11,0,0,264,54,265,57428,123893,81
223,0,1304,31,2019-12-11,2019-12-12,0,0,329,70,341,76186,125164,80
312,0,1376,69,2019-12-12,2019-12-13,0,0,322,67,275,85979,151817,92
216,0,1302,27,2019-12-13,2019-12-14,0,0,338,54,271,58591,140711,74
165,0,958,20,2019-12-14,2019-12-15,0,0,229,58,256,42331,84545,51
149,0,920,24,2019-12-15,2019-12-16,0,0,225,63,289,43157,81685,62
189,0,959,30,2019-12-16,2019-12-17,0,0,239,64,287,54331,99932,72
199,1,884,24,2019-12-17,2019-12-18,0,0,213,57,240,47920,104650,80
209,0,885,27,2019-12-18,2019-12-19,0,0,196,57,255,53324,106500,63
166,0,852,26,2019-12-19,2019-12-20,0,0,193,64,256,42538,74914,61
129,0,593,18,2019-12-20,2019-12-21,0,0,159,58,231,29889,58042,58
167,0,821,24,2019-12-21,2019-12-22,0,0,178,53,241,40335,90656,67
139,0,727,19,2019-12-22,2019-12-23,0,0,177,52,201,27951,60839,65
118,0,783,24,2019-12-23,2019-12-24,0,0,186,68,257,30419,54751,45
143,0,668,31,2019-12-24,2019-12-25,0,0,170,68,280,40179,66291,48
174,0,636,41,2019-12-25,2019-12-26,0,0,151,66,256,44607,86252,56
149,0,1503,27,2019-12-26,2019-12-27,0,0,497,65,264,39473,76009,57
197,0,1909,31,2019-12-27,2019-12-28,0,0,679,52,187,36881,96094,70
234,0,1346,59,2019-12-28,2019-12-29,0,0,402,61,280,65619,125711,73
160,0,922,19,2019-12-29,2019-12-30,0,0,308,44,186,29801,79734,74
154,1,905,26,2019-12-30,2019-12-31,0,0,275,57,278,42884,84848,69
105,0,649,9,2019-12-31,2020-01-01,1,0,198,56,218,22921,56375,36
"
",,,,,,,,,,,,,
