"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
324,0,1303,63,2019-01-01,2019-01-02,0,0,0,63,249,80735,163108,0
256,0,1465,44,2019-01-02,2019-01-03,0,0,0,66,222,56885,117913,0
264,0,1501,48,2019-01-03,2019-01-04,1,0,0,65,265,70056,131051,0
318,0,1233,34,2019-01-04,2019-01-05,0,0,0,59,153,48760,199065,0
295,0,1049,37,2019-01-05,2019-01-06,0,0,0,51,192,56853,149333,0
283,0,1131,60,2019-01-06,2019-01-07,0,0,0,57,230,65145,140791,0
253,0,1059,58,2019-01-07,2019-01-08,0,0,0,68,240,60795,111064,0
317,3,1136,69,2019-01-08,2019-01-09,0,0,0,65,237,75327,143143,0
312,0,1114,45,2019-01-09,2019-01-10,0,0,0,59,211,65932,148132,0
190,0,903,16,2019-01-10,2019-01-11,0,0,0,48,162,30838,90841,0
233,0,1013,31,2019-01-11,2019-01-12,14,0,0,57,174,40690,106793,0
323,1,1155,64,2019-01-12,2019-01-13,1,0,0,59,242,78421,170464,0
275,0,1127,49,2019-01-13,2019-01-14,0,0,0,63,235,64712,147178,0
266,0,1068,36,2019-01-14,2019-01-15,0,0,0,64,250,66729,135800,0
273,0,1404,60,2019-01-15,2019-01-16,1,0,0,70,268,73366,122697,0
282,0,1226,45,2019-01-16,2019-01-17,0,0,0,54,188,53295,126946,0
410,0,1295,92,2019-01-17,2019-01-18,0,0,0,64,283,116341,220220,0
236,1,999,45,2019-01-18,2019-01-19,0,0,0,61,251,59288,118999,0
245,0,1045,45,2019-01-19,2019-01-20,0,0,0,56,240,59027,135843,0
261,4,1039,50,2019-01-20,2019-01-21,0,0,0,66,220,57575,124517,0
340,0,1081,69,2019-01-21,2019-01-22,1,0,0,63,220,75072,175692,0
327,0,1018,59,2019-01-22,2019-01-23,0,0,0,63,240,78487,174676,0
330,0,1392,45,2019-01-23,2019-01-24,1,0,0,64,250,82678,172395,0
327,0,1483,57,2019-01-24,2019-01-25,0,0,0,56,197,64678,166826,0
241,0,893,36,2019-01-25,2019-01-26,0,0,0,50,157,37990,114884,0
261,0,853,58,2019-01-26,2019-01-27,0,0,0,72,282,73665,131094,0
248,0,905,49,2019-01-27,2019-01-28,1,0,0,63,259,64241,127777,0
227,0,1002,41,2019-01-28,2019-01-29,0,0,0,66,226,51526,100139,0
242,0,945,31,2019-01-29,2019-01-30,1,0,0,63,234,56806,115361,0
417,0,1170,119,2019-01-30,2019-01-31,0,0,0,69,288,120256,208475,0
282,0,1258,36,2019-01-31,2019-02-01,0,0,0,62,214,60488,149660,0
"
",,,,,,,,,,,,,
