"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
148,0,834,24,2019-11-01,2019-11-02,0,0,173,58,203,30170,61491,77
156,0,1033,15,2019-11-02,2019-11-03,0,0,158,63,293,45830,77143,68
158,0,946,18,2019-11-03,2019-11-04,0,0,196,56,287,45449,95156,85
180,0,1032,21,2019-11-04,2019-11-05,0,0,188,65,285,51381,90403,76
212,0,1063,38,2019-11-05,2019-11-06,0,0,203,57,257,54665,103657,87
170,0,814,14,2019-11-06,2019-11-07,0,0,168,53,225,38392,84573,73
181,0,983,19,2019-11-07,2019-11-08,0,0,181,72,292,52914,87450,68
169,0,1111,33,2019-11-08,2019-11-09,0,0,171,64,258,43757,84006,62
137,16,838,19,2019-11-09,2019-11-10,1,0,156,54,205,28146,64888,63
238,0,906,48,2019-11-10,2019-11-11,0,0,172,64,292,69499,128274,82
231,0,886,39,2019-11-11,2019-11-12,0,0,177,66,284,65646,120422,67
216,2,946,27,2019-11-12,2019-11-13,0,0,189,61,246,53179,94076,84
209,0,1070,36,2019-11-13,2019-11-14,0,0,195,68,304,63686,102799,94
226,0,1076,40,2019-11-14,2019-11-15,1,0,177,68,324,73276,118004,81
190,0,907,37,2019-11-15,2019-11-16,0,0,164,66,236,44989,79987,83
116,0,849,14,2019-11-16,2019-11-17,0,0,145,53,229,26621,59098,58
194,0,874,34,2019-11-17,2019-11-18,0,0,155,59,270,52490,99783,71
182,0,798,30,2019-11-18,2019-11-19,0,0,175,58,281,51151,96224,74
173,0,947,39,2019-11-19,2019-11-20,0,0,165,61,241,41835,77977,77
220,0,963,37,2019-11-20,2019-11-21,0,0,199,67,330,72601,118558,75
253,0,1117,49,2019-11-21,2019-11-22,0,0,214,61,291,73729,140888,96
232,0,933,49,2019-11-22,2019-11-23,0,0,204,77,348,80843,122860,75
555,0,20735,70,2019-11-23,2019-11-24,0,0,8225,67,131,73143,151876,245
410,0,11763,68,2019-11-24,2019-11-25,0,0,4641,63,167,68715,139642,203
286,0,4845,54,2019-11-25,2019-11-26,0,0,2098,70,292,83651,135040,123
214,0,2278,27,2019-11-26,2019-11-27,0,0,797,62,252,54025,98097,84
180,0,1283,23,2019-11-27,2019-11-28,0,2,419,57,237,42732,90496,87
132,0,927,10,2019-11-28,2019-11-29,0,0,234,57,245,32391,67301,59
437,0,1572,57,2019-11-29,2019-11-30,0,0,393,59,346,151572,297919,179
257,0,1425,57,2019-11-30,2019-12-01,1,0,391,68,337,86677,148629,98
"
",,,,,,,,,,,,,
