"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
0,0,138,0,2010-05-01,2010-05-02,0,0,0,0,0,0,0,0
0,0,161,0,2010-05-02,2010-05-03,0,0,0,0,0,0,0,0
4,0,208,2,2010-05-03,2010-05-04,0,0,0,0,0,0,0,0
6,0,150,3,2010-05-04,2010-05-05,0,0,0,0,0,0,0,0
1,0,132,0,2010-05-05,2010-05-06,0,0,0,0,0,0,0,0
2,0,236,0,2010-05-06,2010-05-07,0,0,0,0,0,0,0,0
10,0,598,1,2010-05-07,2010-05-08,0,0,0,0,0,0,0,0
6,0,367,0,2010-05-08,2010-05-09,0,0,0,0,0,0,0,0
9,0,260,7,2010-05-09,2010-05-10,0,0,0,0,0,0,0,0
8,0,179,4,2010-05-10,2010-05-11,0,0,0,0,0,0,0,0
15,0,215,4,2010-05-11,2010-05-12,0,0,0,0,0,0,0,0
12,0,251,3,2010-05-12,2010-05-13,0,0,0,0,0,0,0,0
2,0,181,1,2010-05-13,2010-05-14,0,0,0,0,0,0,0,0
34,0,227,17,2010-05-14,2010-05-15,0,0,0,0,0,0,0,0
7,0,129,5,2010-05-15,2010-05-16,0,0,0,0,0,0,0,0
8,0,114,4,2010-05-16,2010-05-17,0,0,0,0,0,0,0,0
4,0,141,0,2010-05-17,2010-05-18,0,0,0,0,0,0,0,0
1,0,123,1,2010-05-18,2010-05-19,0,0,0,0,0,0,0,0
1,0,110,1,2010-05-19,2010-05-20,0,0,0,0,0,0,0,0
7,0,93,2,2010-05-20,2010-05-21,0,0,0,0,0,0,0,0
1,0,65,0,2010-05-21,2010-05-22,0,0,0,0,0,0,0,0
5,0,46,4,2010-05-22,2010-05-23,0,0,0,0,0,0,0,0
4,0,70,1,2010-05-23,2010-05-24,0,0,0,0,0,0,0,0
9,0,104,3,2010-05-24,2010-05-25,0,0,0,0,0,0,0,0
3,0,73,0,2010-05-25,2010-05-26,0,0,0,0,0,0,0,0
12,0,87,2,2010-05-26,2010-05-27,0,0,0,0,0,0,0,0
6,0,72,1,2010-05-27,2010-05-28,0,0,0,0,0,0,0,0
2,0,43,0,2010-05-28,2010-05-29,0,0,0,0,0,0,0,0
1,0,38,1,2010-05-29,2010-05-30,0,0,0,0,0,0,0,0
3,0,74,3,2010-05-30,2010-05-31,0,0,0,0,0,0,0,0
1,0,62,0,2010-05-31,2010-06-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
