"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
167,1,1146,25,2019-10-01,2019-10-02,0,0,235,66,278,46507,78187,76
233,0,1077,40,2019-10-02,2019-10-03,0,0,218,65,278,64904,115351,78
208,0,996,36,2019-10-03,2019-10-04,0,0,195,58,284,59205,112151,77
217,0,878,45,2019-10-04,2019-10-05,0,0,162,50,234,50937,112434,61
182,0,929,22,2019-10-05,2019-10-06,0,0,157,55,243,44355,94394,67
207,0,864,38,2019-10-06,2019-10-07,0,0,159,52,215,44579,98844,74
194,0,930,25,2019-10-07,2019-10-08,0,0,205,57,248,48266,94317,84
209,5,954,32,2019-10-08,2019-10-09,0,0,182,63,305,63876,115609,79
191,0,846,28,2019-10-09,2019-10-10,0,0,180,47,255,48759,117255,81
185,0,896,25,2019-10-10,2019-10-11,3,0,166,62,283,52520,93248,65
228,0,906,56,2019-10-11,2019-10-12,0,0,167,67,352,80336,135038,79
191,0,886,26,2019-10-12,2019-10-13,0,0,149,54,234,44755,94040,80
198,0,761,30,2019-10-13,2019-10-14,0,0,164,59,257,50907,106183,83
229,0,1180,47,2019-10-14,2019-10-15,1,0,226,58,295,67741,130667,88
241,0,950,38,2019-10-15,2019-10-16,1,0,192,67,266,64112,111612,76
156,7,1822,26,2019-10-16,2019-10-17,1,0,219,53,236,36893,84965,77
303,0,1377,68,2019-10-17,2019-10-18,1,0,227,67,301,91404,161622,94
230,11,1049,32,2019-10-18,2019-10-19,0,1,185,67,343,78999,138822,73
316,0,1185,58,2019-10-19,2019-10-20,1,0,189,73,295,93279,141732,92
240,0,917,29,2019-10-20,2019-10-21,7,0,174,68,286,68640,109312,91
264,0,1018,67,2019-10-21,2019-10-22,0,0,192,58,311,82354,161661,92
238,0,1110,31,2019-10-22,2019-10-23,0,0,204,61,349,83298,158983,90
228,6,876,26,2019-10-23,2019-10-24,0,0,196,60,285,65038,126328,90
235,0,1120,38,2019-10-24,2019-10-25,1,0,230,62,249,58709,112606,96
170,0,949,23,2019-10-25,2019-10-26,0,0,192,60,302,51455,91639,82
187,0,961,39,2019-10-26,2019-10-27,0,0,165,64,235,44019,82671,71
209,0,853,28,2019-10-27,2019-10-28,0,0,185,59,263,55049,105199,95
204,0,1101,29,2019-10-28,2019-10-29,1,0,224,57,253,51633,113613,85
248,0,1072,27,2019-10-29,2019-10-30,0,0,190,59,245,60859,127863,86
210,0,917,28,2019-10-30,2019-10-31,0,0,194,63,277,58183,104965,93
174,0,908,38,2019-10-31,2019-11-01,0,0,180,61,258,45003,86160,70
"
",,,,,,,,,,,,,
