"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1,0,218,0,2010-04-01,2010-04-02,0,0,0,0,0,0,0,0
9,0,185,4,2010-04-02,2010-04-03,0,0,0,0,0,0,0,0
0,0,92,0,2010-04-03,2010-04-04,0,0,0,0,0,0,0,0
3,0,108,2,2010-04-04,2010-04-05,0,0,0,0,0,0,0,0
3,0,240,0,2010-04-05,2010-04-06,0,0,0,0,0,0,0,0
26,0,268,7,2010-04-06,2010-04-07,0,0,0,0,0,0,0,0
6,0,264,5,2010-04-07,2010-04-08,0,0,0,0,0,0,0,0
7,0,286,4,2010-04-08,2010-04-09,0,0,0,0,0,0,0,0
6,0,376,2,2010-04-09,2010-04-10,0,0,0,0,0,0,0,0
0,0,201,0,2010-04-10,2010-04-11,0,0,0,0,0,0,0,0
3,0,276,3,2010-04-11,2010-04-12,0,0,0,0,0,0,0,0
5,0,307,2,2010-04-12,2010-04-13,0,0,0,0,0,0,0,0
4,0,362,2,2010-04-13,2010-04-14,0,0,0,0,0,0,0,0
1,0,375,0,2010-04-14,2010-04-15,0,0,0,0,0,0,0,0
3,0,544,2,2010-04-15,2010-04-16,0,0,0,0,0,0,0,0
4,0,952,1,2010-04-16,2010-04-17,0,0,0,0,0,0,0,0
2,0,371,1,2010-04-17,2010-04-18,0,0,0,0,0,0,0,0
3,0,353,2,2010-04-18,2010-04-19,0,0,0,0,0,0,0,0
4,0,575,0,2010-04-19,2010-04-20,0,0,0,0,0,0,0,0
1,0,315,0,2010-04-20,2010-04-21,0,0,0,0,0,0,0,0
2,0,287,2,2010-04-21,2010-04-22,0,0,0,0,0,0,0,0
1,0,249,0,2010-04-22,2010-04-23,0,0,0,0,0,0,0,0
2,0,292,0,2010-04-23,2010-04-24,0,0,0,0,0,0,0,0
0,0,254,0,2010-04-24,2010-04-25,0,0,0,0,0,0,0,0
5,0,217,4,2010-04-25,2010-04-26,0,0,0,0,0,0,0,0
3,0,348,1,2010-04-26,2010-04-27,0,0,0,0,0,0,0,0
1,0,297,0,2010-04-27,2010-04-28,0,0,0,0,0,0,0,0
1,0,277,1,2010-04-28,2010-04-29,0,0,0,0,0,0,0,0
3,0,267,1,2010-04-29,2010-04-30,0,0,0,0,0,0,0,0
0,0,212,0,2010-04-30,2010-05-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
