"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4893,2,17643,1665,2017-03-01,2017-03-02,7,1,0,77,326,1597363,2069662,0
5431,4,29897,1874,2017-03-02,2017-03-03,11,0,0,76,289,1569957,2041804,0
6267,8,33271,1648,2017-03-03,2017-03-04,20,0,0,73,314,1969337,2672828,0
6238,0,28345,1681,2017-03-04,2017-03-05,11,1,0,75,343,2140486,2833504,0
5297,5,20549,1519,2017-03-05,2017-03-06,4,0,0,74,357,1892993,2533081,0
4147,4,17620,1041,2017-03-06,2017-03-07,17,0,0,75,348,1444703,1923225,0
4452,1,39084,1053,2017-03-07,2017-03-08,7,0,0,70,329,1466649,2081417,0
3877,0,17234,992,2017-03-08,2017-03-09,3,0,0,74,362,1403790,1893878,0
3416,0,12605,871,2017-03-09,2017-03-10,11,1,0,71,337,1154551,1610833,0
2675,8,8228,804,2017-03-10,2017-03-11,21,0,0,75,369,987991,1311019,0
2662,2,7147,849,2017-03-11,2017-03-12,1,0,0,77,391,1041468,1337508,0
2486,0,7791,765,2017-03-12,2017-03-13,11,0,0,76,381,947414,1232481,0
4439,24,18237,1071,2017-03-13,2017-03-14,12,0,0,67,316,1405444,2085096,0
4747,1,19346,1044,2017-03-14,2017-03-15,6,0,0,67,316,1504155,2215119,0
2775,0,8853,635,2017-03-15,2017-03-16,4,1,0,71,331,919361,1284090,0
2393,0,6014,595,2017-03-16,2017-03-17,1,1,0,71,334,799610,1117817,0
2229,0,5056,637,2017-03-17,2017-03-18,2,0,0,71,337,751368,1049902,0
2391,1,4905,772,2017-03-18,2017-03-19,2,0,0,76,390,933038,1224625,0
2739,0,5230,901,2017-03-19,2017-03-20,4,1,0,75,372,1018917,1346371,0
2034,1,4455,532,2017-03-20,2017-03-21,1,0,0,70,340,692931,981934,0
1843,0,4823,532,2017-03-21,2017-03-22,0,0,0,70,351,647502,922139,0
1680,0,4070,421,2017-03-22,2017-03-23,2,0,0,73,361,606927,831182,0
1292,4,8368,326,2017-03-23,2017-03-24,6,0,0,70,344,445225,635523,0
1594,10,8637,437,2017-03-24,2017-03-25,1,0,0,71,357,570048,801452,0
1694,1,6848,441,2017-03-25,2017-03-26,0,0,0,72,361,612591,843162,0
1668,0,5016,470,2017-03-26,2017-03-27,2,0,0,70,344,575298,813841,0
1536,0,4672,411,2017-03-27,2017-03-28,4,2,0,72,348,535588,743014,0
1403,0,3901,363,2017-03-28,2017-03-29,9,0,0,71,356,499817,702032,0
1288,0,4064,370,2017-03-29,2017-03-30,2,1,0,71,357,460749,648144,0
1651,0,3982,376,2017-03-30,2017-03-31,1,0,0,69,341,564191,807350,0
1265,1,3527,324,2017-03-31,2017-04-01,1,0,0,72,374,473407,656798,0
"
",,,,,,,,,,,,,
