"plays","downloads","loads","finishes","start_date","end_date","likes","comments","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1,0,79,0,2012-11-01,2012-11-02,0,0,0,0,0,0,0,0
6,0,68,3,2012-11-02,2012-11-03,0,0,0,0,0,0,0,0
2,0,40,0,2012-11-03,2012-11-04,0,0,0,0,0,0,0,0
0,0,44,0,2012-11-04,2012-11-05,0,0,0,0,0,0,0,0
4,0,56,2,2012-11-05,2012-11-06,0,0,0,0,0,0,0,0
0,0,49,0,2012-11-06,2012-11-07,0,0,0,0,0,0,0,0
0,0,37,0,2012-11-07,2012-11-08,0,0,0,0,0,0,0,0
1,0,47,0,2012-11-08,2012-11-09,0,0,0,0,0,0,0,0
1,0,75,0,2012-11-09,2012-11-10,0,0,0,0,0,0,0,0
2,0,66,1,2012-11-10,2012-11-11,0,0,0,0,0,0,0,0
0,0,58,0,2012-11-11,2012-11-12,0,0,0,0,0,0,0,0
2,0,70,1,2012-11-12,2012-11-13,0,0,0,0,0,0,0,0
0,0,100,0,2012-11-13,2012-11-14,0,0,0,0,0,0,0,0
0,0,63,0,2012-11-14,2012-11-15,0,0,0,0,0,0,0,0
1,0,82,0,2012-11-15,2012-11-16,0,0,0,0,0,0,0,0
1,0,54,0,2012-11-16,2012-11-17,0,0,0,0,0,0,0,0
1,0,49,1,2012-11-17,2012-11-18,0,0,0,0,0,0,0,0
2,0,36,1,2012-11-18,2012-11-19,0,0,0,0,0,0,0,0
0,0,28,0,2012-11-19,2012-11-20,0,0,0,0,0,0,0,0
1,0,65,0,2012-11-20,2012-11-21,0,0,0,0,0,0,0,0
0,0,111,0,2012-11-21,2012-11-22,0,0,0,0,0,0,0,0
0,0,29,0,2012-11-22,2012-11-23,0,0,0,0,0,0,0,0
0,0,43,0,2012-11-23,2012-11-24,0,0,0,0,0,0,0,0
1,0,45,0,2012-11-24,2012-11-25,0,0,0,0,0,0,0,0
1,0,43,1,2012-11-25,2012-11-26,0,0,0,0,0,0,0,0
0,0,86,0,2012-11-26,2012-11-27,0,0,0,0,0,0,0,0
1,0,61,0,2012-11-27,2012-11-28,0,0,0,0,0,0,0,0
1,0,58,0,2012-11-28,2012-11-29,0,0,0,0,0,0,0,0
0,0,58,0,2012-11-29,2012-11-30,0,0,0,0,0,0,0,0
0,0,37,0,2012-11-30,2012-12-01,0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
