plays,downloads,loads,finishes,likes,comments,uri,name,duration,created_time,sizes,unique_loads,mean_percent,mean_seconds,sum_seconds,total_seconds,unique_viewers,Project ID
522,0.0,915.0,12.0,0.0,0.0,/videos/143933380,Open TV Presents: Southern for Pussy,283.0,2015-10-28T22:38:55+00:00,Array,0.0,38.0,70.0,36846.0,147954.0,0.0,SFP
502,0.0,2429.0,89.0,0.0,0.0,/videos/203924325,Brown Girls -- Episode 1,410.0,2017-02-14T00:43:46+00:00,Array,0.0,64.0,220.0,110873.0,206285.0,0.0,BG
444,0.0,706.0,81.0,2.0,0.0,/videos/335757602,Just Call Me Ripley- Episode 1,365.0,2019-05-13T00:42:39+00:00,Array,0.0,67.0,219.0,97326.0,162482.0,0.0,JCMR
409,0.0,484.0,23.0,0.0,0.0,/videos/331084448,Kings and Queens - Pilot,1074.0,2019-04-17T20:03:55+00:00,Array,0.0,48.0,427.0,175023.0,439266.0,0.0,"KQ
"
365,0.0,620.0,29.0,1.0,0.0,/videos/340279836,Night Night - Chapter 1,568.0,2019-06-04T19:07:39+00:00,Array,0.0,39.0,225.0,82145.0,214415.0,0.0,NN
311,0.0,1687.0,42.0,0.0,0.0,/videos/189724238,Brown Girls -- Trailer,141.0,2016-11-01T01:03:06+00:00,Array,0.0,57.0,60.0,18869.0,44121.0,0.0,BG
278,0.0,687.0,64.0,0.0,0.0,/videos/204010747,Brown Girls -- Episode 2,874.0,2017-02-14T14:31:09+00:00,Array,0.0,65.0,497.0,138211.0,243224.0,0.0,BG
266,0.0,334.0,22.0,0.0,0.0,/videos/328313520,OTV Super Trailer - Cycle 4 2019,381.0,2019-04-04T00:14:48+00:00,Array,0.0,27.0,75.0,20172.0,101585.0,0.0,None
249,0.0,446.0,17.0,1.0,0.0,/videos/340274821,Night Night - Chapter 4,606.0,2019-06-04T18:44:51+00:00,Array,0.0,48.0,266.0,66421.0,151080.0,0.0,NN
245,0.0,272.0,49.0,0.0,0.0,/videos/331083166,Kings and Queens - Trailer,49.0,2019-04-17T19:57:35+00:00,Array,0.0,69.0,26.0,6570.0,12005.0,0.0,"KQ
"
243,0.0,432.0,51.0,0.0,0.0,/videos/335759736,Just Call Me Ripley- Episode 2,342.0,2019-05-13T01:05:16+00:00,Array,0.0,78.0,236.0,57571.0,83340.0,0.0,JCMR
