"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
27,0,720,2,US,"United States",39.7837304,-100.4458825,0,0,0,0,0,0
1,0,7,0,JP,Japan,36.5748441,139.2394179,0,0,0,0,0,0
0,0,2,0,AU,Australia,-24.7761086,134.755,0,0,0,0,0,0
0,0,3,0,GB,"United Kingdom",54.7023545,-3.2765753,0,0,0,0,0,0
0,0,1,0,SK,Slovakia,48.7411522,19.4528646,0,0,0,0,0,0
0,0,2,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,1,0,CN,China,35.000074,104.999927,0,0,0,0,0,0
0,0,9,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,2,0,ID,Indonesia,-4.7993356,114.5632032,0,0,0,0,0,0
0,0,2,0,GE,Georgia,41.6809707,44.0287382,0,0,0,0,0,0
0,0,1,0,ZA,"South Africa",-28.8166236,24.991639,0,0,0,0,0,0
0,0,3,0,DE,Germany,51.0834196,10.4234469,0,0,0,0,0,0
0,0,1,0,A1,"Anonymous Proxy",0,0,0,0,0,0,0,0
0,0,1,0,AT,Austria,47.2000338,13.199959,0,0,0,0,0,0
0,0,2,0,AP,"Asia/Pacific Region",0,0,0,0,0,0,0,0
"
",,,,,,,,,,,,,
