"plays","downloads","loads","finishes","code","name","latitude","longitude","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
9,0,189,4,US,"United States",39.7837304,-100.4458825,0,78,171,1547,2091,0
2,0,2,1,NL,Netherlands,52.5001698,5.7480821,0,89,980,1960,2201,0
2,0,15,0,GB,"United Kingdom",54.7023545,-3.2765753,0,34,339,679,1991,0
1,0,2,0,DE,Germany,51.0834196,10.4234469,0,93,1942,1942,2070,0
1,0,2,0,CA,Canada,61.0666922,-107.9917071,0,82,190,190,230,0
0,0,3,0,KR,"Republic of Korea",35.3985008,127.937111,0,0,0,0,0,0
0,0,3,0,IL,Israel,30.8760272,35.0015196,0,0,0,0,0,0
0,0,9,0,ES,Spain,40.0028028,-4.003104,0,0,0,0,0,0
0,0,1,0,FJ,Fiji,-18.1239696,179.0122737,0,0,0,0,0,0
0,0,5,0,FR,France,46.603354,1.8883335,0,0,0,0,0,0
0,0,4,0,IT,Italy,42.6384261,12.674297,0,0,0,0,0,0
0,0,2,0,CZ,"Czech Republic",49.8167003,15.4749544,0,0,0,0,0,0
0,0,1,0,CO,Colombia,2.8930783,-73.7845072,0,0,0,0,0,0
"
",,,,,,,,,,,,,
