Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Talking About This (Post) by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - video play,Project ID
357045034501999_625704617636038,https://www.facebook.com/weareotv/posts/625708847635615:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:43:47 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625704567636043,https://www.facebook.com/weareotv/posts/625708880968945:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:43:41 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625704510969382,https://www.facebook.com/weareotv/posts/625708737635626:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:43:38 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625704327636067,https://www.facebook.com/weareotv/posts/625708744302292:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:43:17 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,None
357045034501999_625704237636076,https://www.facebook.com/weareotv/posts/625708824302284:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:43:08 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,None
357045034501999_625704180969415,https://www.facebook.com/weareotv/posts/625708840968949:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:43:02 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703944302772,https://www.facebook.com/weareotv/posts/625708864302280:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:42:30 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703894302777,https://www.facebook.com/weareotv/posts/625708787635621:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:42:26 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703790969454,https://www.facebook.com/weareotv/posts/625708827635617:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:42:16 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,None
357045034501999_625703670969466,https://www.facebook.com/weareotv/posts/625708754302291:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:42:05 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703524302814,https://www.facebook.com/weareotv/posts/625708830968950:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:58 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703350969498,https://www.facebook.com/weareotv/posts/625708814302285:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:45 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703324302834,https://www.facebook.com/weareotv/posts/625708860968947:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:44 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703300969503,https://www.facebook.com/weareotv/posts/625708877635612:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:41 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703294302837,https://www.facebook.com/weareotv/posts/625708770968956:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:40 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703210969512,https://www.facebook.com/weareotv/posts/625708810968952:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:33 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703187636181,https://www.facebook.com/weareotv/posts/625708784302288:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:31 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703184302848,https://www.facebook.com/weareotv/posts/625708874302279:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:31 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703144302852,https://www.facebook.com/weareotv/posts/625708870968946:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:30 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703114302855,https://www.facebook.com/weareotv/posts/625708857635614:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:26 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703110969522,https://www.facebook.com/weareotv/posts/625708794302287:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:25 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703054302861,https://www.facebook.com/weareotv/posts/625708844302282:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:18 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_625703047636195,https://www.facebook.com/weareotv/posts/625708854302281:0,"195 Lewis Premiere April 11, 2017",Photo,,,04/18/2017 01:41:18 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,None
357045034501999_622677694605397,https://www.facebook.com/weareotv/posts/622677694605397,"Are you a filmmaker? You struggling with raising funds? Girl, don't lie. 

Come to Social Media Charm School on Friday for a workshop by and for filmmakers led by Julie Keck and Jessica King of Seed&amp;Spark, a one-stop shop for filmmakers and film lovers. FUND your film using our filmmaker-focused crowdfunding platform; CHALLENGE filmmaking norms with inclusive practices; GROW your audience using our messaging tools; DISTRIBUTE your film on our platform; JOIN our community as a member to stream films and support new ones in the pipeline. 

See you on Friday!",Link,,,04/12/2017 11:53:34 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,3,,,,,,,,,None
357045034501999_622647601275073,https://www.facebook.com/weareotv/posts/622647601275073,Miss  Open TV Presents: 195 Lewis Chicago Preview ft. Nappy Nina &amp; YCA? Check out this livestream of Emon Lauren Black of Young Chicago Authors performing!,SharedVideo,,,04/12/2017 10:17:18 AM, ,64,55,0,108,98,0,1,1,3,0,0,91,49,0,0,1,0,0,0,0,26,29,0,0,0,220480,1,,,1,,,1,,,3,,,
357045034501999_622323544640812,https://www.facebook.com/weareotv/videos/622323544640812/,,Video,,,04/11/2017 05:52:25 PM, ,366,366,0,529,529,0,4,4,21,0,0,304,187,0,0,3,1,2,0,0,33,40,0,0,0,835584,,,,,,,2,,3.0,2,,11.0,
357045034501999_622304557976044,https://www.facebook.com/weareotv/videos/622304557976044/,Kaycee Ortiz,Video,,,04/11/2017 04:51:57 PM, ,406,400,0,634,626,0,9,8,9,0,0,354,202,0,0,6,0,0,0,0,33,36,0,0,0,731990,1,,,1,,,4,,5.0,4,,5.0,None
357045034501999_622301091309724,https://www.facebook.com/weareotv/videos/622301091309724/,Bay Area rapper Nappy Nina,Video,,,04/11/2017 04:43:39 PM, ,341,341,0,520,520,0,7,7,10,0,0,300,177,0,0,5,0,0,0,0,22,22,0,0,0,461099,,,,,,,4,,3.0,6,,4.0,None
357045034501999_622299197976580,https://www.facebook.com/weareotv/videos/622299197976580/,Louder Than a Bomb poet Arielle Applebury,Video,,,04/11/2017 04:39:30 PM, ,343,343,0,531,531,0,2,2,2,0,0,299,181,0,0,2,1,1,0,0,22,25,0,0,0,195195,,,,,,,1,,1.0,1,,1.0,None
357045034501999_622297614643405,https://www.facebook.com/weareotv/videos/622297614643405/,Louder  Than a Bomb poet Aisha June,Video,,,04/11/2017 04:35:47 PM, ,387,386,0,606,605,0,8,8,14,0,0,362,208,0,0,3,1,1,0,0,30,33,0,0,0,183126,1,,,1,,,3,,6.0,3,,11.0,None
357045034501999_622296267976873,https://www.facebook.com/weareotv/videos/622296267976873/,Emon Lauren Black of Young Chicago Authors,Video,,,04/11/2017 04:31:15 PM, ,503,453,0,828,766,0,15,12,15,0,0,482,243,0,0,8,2,2,0,0,66,75,0,0,0,220480,5,,2.0,6,2.0,,4,,8.0,6,,8.0,None
357045034501999_622289117977588,https://www.facebook.com/weareotv/videos/622289117977588/,Ciera Mckissick of amfm doing the community introduction!,Video,,,04/11/2017 04:26:00 PM, ,423,414,0,667,657,0,12,10,21,0,0,372,207,0,0,6,3,3,0,0,15,23,0,0,0,269974,2,1.0,,2,,1.0,2,,8.0,2,,12.0,None
357045034501999_622270614646105,https://www.facebook.com/weareotv/posts/622270614646105,"Check out New Negress Film Society, a core collective of black women filmmakers whose priority is to create community and spaces for support, exhibition and consciousness-raising!",Link,,,04/11/2017 03:38:12 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,None
357045034501999_621772778029222,https://www.facebook.com/weareotv/posts/621772778029222,"Teen Vogue keeps getting better and better. 

&quot;It's no secret that pop culture has long been dominated by white, cis, and straight people. Only recently has a new generation of diverse, critically-acclaimed narratives paved the way for an industry that is very slowly letting QTPOC narratives shine, but, that said, we still need many more. Enter Brown Girls, the revolutionary, cult favorite web series giving a much-needed voice to queer millennials of color, specifically women.&quot;

#BrownGirlsTV",Link,,,04/10/2017 03:02:30 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,18,5.0,,,,,,,,BG
357045034501999_621764398030060,https://www.facebook.com/weareotv/posts/621764398030060,Latina Magazine recommends Brown Girls and Brujos! We promise to keep bringing intersectionality to your TV.,Link,,,04/10/2017 02:38:22 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,10,4.0,,,,,,,,BG|B
357045034501999_621678828038617,https://www.facebook.com/weareotv/posts/621678828038617,We out here! Tune in to listen to Aymar Jean Christian talk Open TV and his upcoming book (hell yeah there's a book) &quot;Open TV: Innovation Beyond Hollywood and the Rise of Web Television&quot;.,Link,,,04/10/2017 11:00:39 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,12,,,,,,,,,OTV
357045034501999_621182894754877,https://www.facebook.com/weareotv/posts/621182894754877,"Front page of The A.V. Club! Thanks Danette Chavez: &quot;I've talked up Open TV in this space before, but I can’t help that its programming has been great and so relevant to my interests. Samantha Bailey's You're So Talented offered a previously unseen Chicago, and she followed that up with Brown Girls, which has become one of my favorite series about female friendships. Then I heard about Brujos, which is a new webseries about queer Latinx witches who are basically fighting white supremacy. Um, sí! please. Its undeniable queerness and brownness will serve as a high bar for entry for some, but for others—namely, queer and brown folks—it will feel like a Buffy The Vampire Slayer that was made for them.&quot;",Link,,,04/09/2017 01:56:48 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,13,1.0,,,,,,,,OTV|YST|BG|B
357045034501999_620039974869169,https://www.facebook.com/weareotv/posts/620039974869169:0,"Brown University! Catch Aymar Jean Christian next week talking about Brown Girls and Brujos

#BrownGirlsTV
#BrujosTV",Photo,,,04/07/2017 09:12:20 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,BG|B
357045034501999_618870921652741,https://www.facebook.com/weareotv/posts/618870921652741:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618868931652940,https://www.facebook.com/weareotv/posts/618868931652940:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618868831652950,https://www.facebook.com/weareotv/posts/618868831652950:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618868328319667,https://www.facebook.com/weareotv/posts/618868328319667:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618868371652996,https://www.facebook.com/weareotv/posts/618868371652996:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618869191652914,https://www.facebook.com/weareotv/posts/618869191652914:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618869701652863,https://www.facebook.com/weareotv/posts/618869701652863:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,,,,,,,,,FR
357045034501999_618872181652615,https://www.facebook.com/weareotv/posts/618872181652615:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618872771652556,https://www.facebook.com/weareotv/posts/618872771652556:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618870021652831,https://www.facebook.com/weareotv/posts/618870021652831:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,1.0,,,,,,,FR
357045034501999_618870144986152,https://www.facebook.com/weareotv/posts/618870144986152:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618867961653037,https://www.facebook.com/weareotv/posts/618867961653037:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618873608319139,https://www.facebook.com/weareotv/posts/618873608319139:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618875308318969,https://www.facebook.com/weareotv/posts/618875308318969:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618871831652650,https://www.facebook.com/weareotv/posts/618871831652650:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618868534986313,https://www.facebook.com/weareotv/posts/618868534986313:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,FR
357045034501999_618870888319411,https://www.facebook.com/weareotv/posts/618870888319411:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618868578319642,https://www.facebook.com/weareotv/posts/618868578319642:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618870671652766,https://www.facebook.com/weareotv/posts/618870671652766:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618870588319441,https://www.facebook.com/weareotv/posts/618870588319441:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618870444986122,https://www.facebook.com/weareotv/posts/618870444986122:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618868458319654,https://www.facebook.com/weareotv/posts/618868458319654:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618868748319625,https://www.facebook.com/weareotv/posts/618868748319625:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618868071653026,https://www.facebook.com/weareotv/posts/618868071653026:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618869324986234,https://www.facebook.com/weareotv/posts/618869324986234:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618868514986315,https://www.facebook.com/weareotv/posts/618868514986315:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,FR
357045034501999_618872494985917,https://www.facebook.com/weareotv/posts/618872494985917:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618868238319676,https://www.facebook.com/weareotv/posts/618868238319676:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,,,,,,,,,FR
357045034501999_618868498319650,https://www.facebook.com/weareotv/posts/618868498319650:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,,FR
357045034501999_618867768319723,https://www.facebook.com/weareotv/posts/618867768319723:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,FR
357045034501999_618867871653046,https://www.facebook.com/weareotv/posts/618867871653046:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618874768319023,https://www.facebook.com/weareotv/posts/618874768319023:0,"The Furies Premiere March 29, 2017",Photo,,,04/05/2017 10:26:44 AM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,FR
357045034501999_618463208360179,https://www.facebook.com/weareotv/posts/618463208360179,Paid extra casting call for Easy!,Status,,,04/04/2017 03:29:51 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,None
357045034501999_618425158363984,https://www.facebook.com/weareotv/posts/618425158363984,"We're poppin out to Old Dominion University! Come through to discuss  Brown Girls and Brujos!

#BrownGirlsTV #BrujosTV",Photo,,,04/04/2017 01:36:49 PM, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,,BG|B
357045034501999_618381061701727,https://www.facebook.com/weareotv/posts/618381061701727,Check out Another Life from our friends at The Triibe! #HealChicago,SharedVideo,,,04/04/2017 11:32:06 AM, ,136,116,0,245,220,0,6,4,7,0,0,216,114,0,0,4,0,0,0,0,38,42,0,0,0,54704,3,,,4,,,4,,,7,,,None
