"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4696,0,6934,2533,onemorelesbian.com,,0,86,87,411083,489460,0
2807,0,3059,1684,weareopen.tv,,0,69,131,367740,599764,0
2202,1,4338,480,vimeo.com,,0,145796011,418863598,922337643618,687567,0
1821,0,3251,897,lesbian-interest.com,,0,84,86,157035,194010,0
1152,2,2065,11,unknown,,0,69,25,29601,0,0
381,0,505,139,lesbianmedia.tv,,0,77,77,29637,39895,0
334,0,340,75,youresotalented.net,,0,83,259,86764,110659,0
290,0,683,191,curvemag.com,,0,91,93,27024,30745,0
238,0,259,135,facebook.com,,0,69,151,36148,57685,0
125,0,282,90,lotl.com,,0,94,96,12042,13020,0
102,0,264,11,zackarydrucker.com,,0,70,198,20235,30564,0
89,0,257,13,blavity.com,,0,54,713,63505,118492,0
78,0,896,8,buzzfeed.com,,0,70,175,13720,22074,0
52,0,268,34,kingisafink.com,,0,92,94,4936,5775,0
43,0,1501,14,bitchmedia.org,,0,70,228,9825,17800,0
41,0,763,8,safe.txmblr.com,,0,58,190,7815,14149,0
28,0,315,3,theestablishment.co,,0,80,228,6404,8773,0
21,0,72,11,lezbelib.com,,0,85,89,1884,2520,0
17,0,246,1,dynastylnoire.tumblr.com,,0,60,211,3590,7140,0
12,0,13,0,sectionii.com,,0,29,28,344,1260,0
10,0,65,3,justanothergirl.org,,0,74,212,2120,2830,0
8,0,57,2,tribecafilm.com,,0,73,259,2079,2832,0
6,0,55,0,youresotalented.tumblr.com,,0,77,273,1640,2105,0
5,0,44,2,cdn.embedly.com,,0,52,82,414,1811,0
5,0,129,3,thelittledrunkapple.tumblr.com,,0,89,75,375,630,0
4,0,9,4,google.com,,0,100,105,420,420,0
4,0,14,0,honeypotperformance.com,,0,48,448,1792,3660,0
4,0,4,0,bing.com,,0,93,455,1821,2225,0
4,0,159,0,khadijahwhite.com,,0,2,11,46,1954,0
3,0,24,0,chicagofilmmakers.org,,0,66,78,235,354,0
3,0,77,2,twitter.com,,0,33,103,311,941,0
3,0,3,0,yahoo.com,,0,60,114,343,753,0
3,0,30,1,womanuntamed.com,,0,67,934,2803,4127,0
3,0,1482,2,artintercepts.org,,0,100,70,210,4200,0
2,0,18,1,65550333-184998125176637733.preview.editmysite.com,,0,100,59,118,237,0
2,0,10,0,superselected.com,,0,90,363,727,800,0
2,0,2,0,av.fc2av.com,,0,78,111,222,566,0
1,0,4,1,thisismyhalfroomcutie.tumblr.com,,0,100,105,105,105,0
1,0,1,1,viewclick.pw,,0,100,265,265,265,0
1,0,12,0,derekleemcphatter.com,,0,88,192,192,216,0
1,0,69,0,kamalkiddo.com,,0,5,71,71,1375,0
1,0,2,0,kitschmix.tv,,0,30,138,138,459,0
1,0,3,0,your-url.com,,0,31,90,90,283,0
1,0,1,1,m.lesbianmedia.tv,,0,100,105,105,105,0
1,0,9,1,rebelmouse.com,,0,100,105,105,105,0
0,0,6,0,originalgladiatorcollector.tumblr.com,,0,0,0,0,0,0
0,0,5,0,northwestern.edu,,0,0,0,0,0,0
0,0,2,0,deydey.tumblr.com,,0,0,0,0,0,0
0,0,1,0,wordisbondthedoc.tumblr.com,,0,0,0,0,0,0
0,0,11,0,newsblur.com,,0,0,0,0,0,0
0,0,6,0,rightmold.tumblr.com,,0,0,0,0,0,0
0,0,3,0,kiam-marcelo-junio.com,,0,0,0,0,0,0
0,0,2,0,whois.domaintools.com,,0,0,0,0,0,0
0,0,1,0,keepvimeo.com,,0,0,0,0,0,0
0,0,1,0,washboard.ws,,0,0,0,0,0,0
0,0,5,0,culturebot.org,,0,0,0,0,0,0
0,0,6,0,jeankd.tumblr.com,,0,0,0,0,0,0
0,0,5,0,inoreader.com,,0,0,0,0,0,0
0,0,1,0,imsorrydontmindme.tumblr.com,,0,0,0,0,0,0
0,0,1,0,ie-j.tumblr.com,,0,0,0,0,0,0
0,0,3,0,slow-am-but-yes-minded-i.tumblr.com,,0,0,0,0,0,0
0,0,4,0,hailleyfargo.com,,0,0,0,0,0,0
0,0,1,0,blog.lesbianmedia.tv,,0,0,0,0,0,0
0,0,2,0,getpocket.com,,0,0,0,0,0,0
0,0,1,0,roundinsquares.tumblr.com,,0,0,0,0,0,0
0,0,32,0,feedly.com,,0,0,0,0,0,0
0,0,3,0,suffire.tumblr.com,,0,0,0,0,0,0
0,0,1,0,digg.com,,0,0,0,0,0,0
0,0,1,0,thesisterhoodsocial.com,,0,0,0,0,0,0
0,0,1,0,tvisual.org,,0,0,0,0,0,0
0,0,9,0,rashi-khanbey.squarespace.com,,0,0,0,0,0,0
0,0,4,0,linkedin.com,,0,0,0,0,0,0
0,0,1,0,merrycontrarian.tumblr.com,,0,0,0,0,0,0
0,0,3,0,feedreader.com,,0,0,0,0,0,0
0,0,1,0,rohdas.tumblr.com,,0,0,0,0,0,0
0,0,3,0,disqus.com,,0,0,0,0,0,0
0,0,10,0,ournamesaresam.tumblr.com,,0,0,0,0,0,0
0,0,5,0,thecrushingblack.tumblr.com,,0,0,0,0,0,0
0,0,6,0,nyevents.us,,0,0,0,0,0,0
0,0,1,0,emdabotoi.wordpress.com,,0,0,0,0,0,0
0,0,1,0,blackgirlrevolution.tumblr.com,,0,0,0,0,0,0
0,0,2,0,black-geek-supremacy.tumblr.com,,0,0,0,0,0,0
0,0,10,0,atomculture.wordpress.com,,0,0,0,0,0,0
0,0,8,0,creatorrepublic.com,,0,0,0,0,0,0
0,0,12,0,bethanythomasmusic.weebly.com,,0,0,0,0,0,0
0,0,2,0,behance.net,,0,0,0,0,0,0
0,0,9,0,babasboyfriend.tumblr.com,,0,0,0,0,0,0
0,0,2,0,princessgrayce.tumblr.com,,0,0,0,0,0,0
0,0,8,0,theoldreader.com,,0,0,0,0,0,0
0,0,1,0,t.e2ma.net,,0,0,0,0,0,0
0,0,1,0,als.wordpress.com,,0,0,0,0,0,0
"
",,,,,,,,,,,
