"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1991,0,6519,299,vimeo.com,,2404,61,280,558475,1017054,1056
1393,0,1940,224,weareo.tv,,504,62,331,461736,824864,411
1045,0,1402,209,browngirlswebseries.com,,296,82,381,398774,569028,251
692,18,5866,140,unknown,,949,28,90,62884,308219,313
579,0,35173,53,avclub.com,,13882,60,33,19139,82187,288
129,0,487,23,thetwebseries.com,,44,77,308,39808,53300,28
91,0,208,6,onemorelesbian.com,,67,68,350,31856,49337,60
74,0,586,8,justcallmeripley.com,,18,86,299,22196,28393,13
66,0,68,9,youresotalented.net,,13,80,272,17982,25747,12
59,0,1054,13,ijoc.org,,44,63,184,10889,22920,16
34,0,84,1,lesbianmedia.tv,,23,75,610,20771,27370,16
31,0,150,10,shoreline.instructure.com,,32,47,206,6404,15782,16
27,0,264,2,kingisafink.com,,30,67,343,9284,13824,7
27,0,1490,5,remezcla.com,,138,63,218,5887,10232,15
23,0,38,4,bing.com,,15,65,166,3825,9318,14
23,0,27,2,smilefart.com,,11,49,34,804,3104,10
19,0,24,2,samqbailey.com,,12,55,53,1020,2445,11
19,0,36,2,yastatic.net,,19,59,352,6691,14157,12
18,0,900,4,www-avclub-com.cdn.ampproject.org,,537,68,59,1072,2554,16
16,0,278,1,indiewire.com,,118,49,153,2448,5328,11
14,0,34,1,filmfreeway.com,,13,88,716,10026,12227,11
13,0,22,0,thehavenweb.com,,6,83,514,6691,10289,6
12,0,14,0,headmastermagazine.com,,7,49,455,5460,11076,7
10,0,165,0,bookbeccabrown.com,,65,89,261,2615,3660,6
10,0,174,2,vod-server.wix.com,,41,67,105,1052,3085,6
10,0,49,0,otvstudio.com,,6,0,0,0,68,4
9,0,303,0,teens.ms,,78,61,174,1572,3720,4
9,0,22,0,yahoo.com,,10,84,179,1613,3736,7
8,0,322,1,teenvogue.com,,132,56,204,1634,3288,7
7,0,24,0,the-right-swipe.com,,7,37,334,2342,6279,2
6,0,14,0,intomore.com,,5,76,235,1412,5560,3
6,0,78,1,aletral.com.br,,4,96,772,4636,4817,2
6,0,106,0,www-indiewire-com.cdn.ampproject.org,,39,29,65,390,1998,2
5,0,5,0,sirdannyfarber.com,,4,33,201,1005,2965,4
5,0,467,1,instinctmagazine.com,,70,88,45,228,458,3
5,0,6,0,janadmclain.com,,5,28,243,1218,5923,4
5,0,41,0,deadline.com,,11,70,288,1443,2055,2
5,0,17,0,editor.wix.com,,2,0,0,2,4483,1
5,0,19,0,liztoonkel.com,,8,52,118,593,1419,5
5,0,7,0,periscopepa.com,,3,53,38,190,355,2
4,0,12,1,ajchristian.org,,4,88,271,1087,1281,3
4,0,40,1,indiegogo.com,,5,51,123,495,970,2
4,0,11,2,curvemag.com,,6,79,83,335,424,4
4,0,4,3,taggmagazine.com,,2,95,101,405,424,2
4,0,78,0,intogirls.nl,,27,93,192,770,1643,2
4,0,127,0,vice.com,,21,65,443,1772,3615,3
4,0,82,0,mcachicago.org,,21,17,54,218,1369,2
4,0,54,3,oembed.vice.com,,24,74,43,172,232,3
4,0,87,0,afropunk.com,,8,36,161,647,2249,4
4,0,24,2,rashidakhanbeymiller.com,,8,74,1020,4082,5504,3
3,0,1331,0,safe.txmblr.com,,113,43,260,781,1779,2
3,0,10,0,tendernessandtiaras.tumblr.com,,4,46,87,263,852,2
3,0,23,0,tubefilter.com,,6,44,181,545,1233,2
3,0,4,0,derrickwoodsmorrow.com,,2,33,313,941,2769,2
3,0,18,0,tvinsider.com,,10,37,155,467,1233,3
3,0,53,0,latina.com,,17,80,109,328,609,2
3,0,5,2,lesbian-interest.eu,,2,98,140,421,426,2
