"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4114,0,12497,861,vimeo.com,,0,56,289,1190847,2436027,0
1739,0,2428,356,browngirlswebseries.com,,0,80,353,615543,896728,0
1533,16,4616,52,unknown,,0,7,11,18187,840885,0
1194,0,2203,209,weareo.tv,,0,59,223,266665,545766,0
250,0,831,33,thetwebseries.com,,0,78,319,79842,103706,0
96,0,281,3,onemorelesbian.com,,0,62,385,37006,64067,0
64,0,66,0,vimeo-chromecast-prod.s3.amazonaws.com,,0,0,0,0,37290,0
62,0,73,6,youresotalented.net,,0,78,297,18440,24940,0
58,0,756,7,seedsseries.com,,0,65,194,11293,24606,0
54,0,3097,6,queerty.com,,0,53,107,5826,13015,0
44,0,829,7,indiewire.com,,0,52,172,7606,14840,0
39,0,88,4,lesbianmedia.tv,,0,69,472,18421,26603,0
31,0,222,0,kingisafink.com,,0,54,241,7497,15695,0
29,0,30,1,journeyswithjenna.com,,0,31,190,5531,21895,0
28,0,32,4,bing.com,,0,76,116,3274,12934,0
27,0,2099,5,remezcla.com,,0,45,137,3706,8776,0
20,0,66,5,m.lesbianmedia.tv,,0,72,550,11011,15093,0
15,0,18,1,twitter.com,,0,74,121,1822,6313,0
13,0,76,4,shoreline.instructure.com,,0,59,287,3740,6338,0
12,0,15,1,smilefart.com,,0,45,25,310,1633,0
11,0,11,3,periscopepa.com,,0,53,27,302,781,0
9,0,203,2,ijoc.org,,0,26,111,1006,3731,0
9,0,192,5,oembed.vice.com,,0,54,88,800,1581,0
8,0,10,2,derrickwoodsmorrow.com,,0,50,469,3757,7384,0
8,0,36,0,outtheboxcg.com,,0,50,203,1629,3712,0
6,0,65,0,gofundme.com,,0,43,30,185,852,0
6,0,231,1,reelchicago.com,,0,59,199,1196,1998,0
6,0,1192,0,safe.txmblr.com,,0,35,130,780,2821,0
6,0,8,1,samqbailey.com,,0,83,69,418,782,0
5,0,137,0,www-indiewire-com.cdn.ampproject.org,,0,29,78,393,1665,0
5,0,11,0,yastatic.net,,0,45,247,1238,3113,0
5,0,16,0,alexagrae.com,,0,55,407,2037,3670,0
4,0,75,0,indiegogo.com,,0,55,117,471,1128,0
4,0,46,2,deadline.com,,0,80,329,1318,1644,0
4,0,24,0,tvinsider.com,,0,24,100,401,1644,0
4,0,189,1,vice.com,,0,48,438,1752,3616,0
4,0,116,2,vod-server.wix.com,,0,82,173,693,835,0
4,0,165,0,latinorebels.com,,0,78,83,333,568,0
4,0,368,0,fatimahasghar.com,,0,83,343,1374,1644,0
4,0,14,1,lesbian-lips.com,,0,50,71,285,568,0
4,0,37,1,mrbrianmorgan.com,,0,72,403,1615,2228,0
4,0,4,0,nathan-salter.com,,0,50,292,1168,3068,0
3,0,58,0,sonideni.com,,0,31,44,133,426,0
3,0,862,0,instinctmagazine.com,,0,58,22,68,258,0
3,0,31,1,tendernessandtiaras.tumblr.com,,0,77,220,662,852,0
3,0,18,0,thewtchlst.com,,0,57,265,796,1392,0
3,0,52,0,amphitheater.caa.com,,0,14,63,189,1739,0
3,0,103,0,www-queerty-com.cdn.ampproject.org,,0,65,31,93,617,0
3,0,4,0,vk.com,,0,73,271,814,1671,0
3,0,3,0,www4.bing.com,,0,51,394,1183,2283,0
3,0,66,0,aletral.com.br,,0,12,47,141,1116,0
