"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4990,11,22723,983,desktop,0,61,286,1428698,2590822,0
4536,0,16267,579,mobile,0,49,207,940317,2270618,0
488,0,1582,102,tablet,0,70,310,151437,264249,0
305,0,340,3,tv,0,67,31,9671,121905,0
1,0,2997,0,unknown,0,6,61,61,0,0
"
",,,,,,,,,,
