"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
2998,12,14810,591,desktop,573,62,310,930281,1637631,228
2331,0,10044,232,mobile,331,47,215,503255,1240092,188
346,0,1323,58,tablet,33,65,281,97419,186543,15
324,0,370,0,tv,4,75,11,3712,127153,2
0,0,2259,0,unknown,0,0,0,0,0,0
"
",,,,,,,,,,
