"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
39181,8,88651,10794,desktop,0,73,346,13565551,18452033,0
12955,0,36974,2159,mobile,0,67,348,4510645,6676140,0
2718,0,6627,758,tablet,0,75,392,1065892,1409191,0
616,0,796,116,tv,0,72,163,100453,138040,0
107,0,2129,17,unknown,0,83,216,23169,0,0
"
",,,,,,,,,,
