"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
21504,23,64070,7135,desktop,0,67,145,3125720,4654144,0
20391,0,58897,3022,mobile,0,74,129,2649759,3557537,0
851,0,2925,233,tablet,0,71,189,161112,226173,0
174,0,211,13,tv,0,81,109,19012,23273,0
54,0,1248,5,unknown,0,81,64,3504,4301,0
"
",,,,,,,,,,
