"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
3214,2,15284,643,desktop,3685,63,327,1052971,1854576,1098
2296,0,13499,257,mobile,3187,50,223,513195,1185913,913
316,0,1051,84,tablet,180,65,270,85546,172309,66
277,0,300,0,tv,9,70,9,2656,132954,6
1,0,2882,0,unknown,0,0,0,0,0,0
"
",,,,,,,,,,
