"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
28276,33,73999,6924,desktop,0,68,228,6455671,9416545,0
19402,0,78796,4853,mobile,0,57,128,2495961,4310661,0
2183,0,7008,567,tablet,0,65,195,426526,648174,0
194,0,393,48,tv,0,68,238,46254,67371,0
48,2,2841,9,unknown,0,72,106,5128,0,0
"
",,,,,,,,,,
