"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
15,0,229,5,desktop,0,74,421,6318,8583,0
0,0,1,0,tablet,0,0,0,0,0,0
0,0,4,0,unknown,0,0,0,0,0,0
0,0,4,0,mobile,0,0,0,0,0,0
"
",,,,,,,,,,
