"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4509,46,22571,829,desktop,2753,69,348,1569528,2546803,1143
2216,0,10058,246,mobile,1558,50,251,557035,1278886,887
286,0,312,0,tv,8,31,0,219,146010,2
171,1,820,23,tablet,126,65,315,53910,93973,55
3,2,3132,0,unknown,0,0,0,0,0,0
"
",,,,,,,,,,
