plays,downloads,loads,finishes,likes,comments,uri,name,duration,created_time,sizes,unique_loads,mean_percent,mean_seconds,sum_seconds,total_seconds,unique_viewers,Project ID
12211,0.0,23819.0,1193.0,44.0,6.0,/videos/164959147,Open TV Presents: Lipstick City by Shea Couleé,556.0,2016-05-02T05:50:23+00:00,Array,0.0,67.0,369.0,4513667.0,7079878.0,0.0,LC
1064,0.0,2377.0,58.0,0.0,0.0,/videos/143933380,Open TV Presents: Southern for Pussy,283.0,2015-10-28T22:38:55+00:00,Array,0.0,61.0,146.0,155900.0,306487.0,0.0,SFP
597,0.0,2458.0,253.0,0.0,0.0,/videos/147648438,Full Out -- Season One Trailer,105.0,2015-12-02T21:48:19+00:00,Array,0.0,77.0,76.0,45462.0,64152.0,0.0,FO
473,0.0,2957.0,52.0,0.0,0.0,/videos/152854976,Full Out -- Episode 1,903.0,2016-01-24T03:25:13+00:00,Array,0.0,58.0,484.0,229279.0,457229.0,0.0,FO
272,0.0,889.0,46.0,0.0,0.0,/videos/160115755,Full Out -- Episode 5,1202.0,2016-03-23T16:14:37+00:00,Array,0.0,79.0,914.0,248846.0,338964.0,0.0,FO
261,0.0,964.0,34.0,0.0,0.0,/videos/158069617,Full Out -- Episode 4,566.0,2016-03-07T19:39:45+00:00,Array,0.0,84.0,460.0,120210.0,155650.0,0.0,FO
257,0.0,642.0,6.0,2.0,0.0,/videos/164162980,Bronx Cunt Tour -- Episode 5,1086.0,2016-04-25T21:07:23+00:00,Array,0.0,35.0,298.0,76798.0,309605.0,0.0,BCT
255,0.0,1036.0,33.0,0.0,0.0,/videos/154795991,Full Out -- Episode 2,1349.0,2016-02-09T23:59:39+00:00,Array,0.0,80.0,1030.0,262854.0,362725.0,0.0,FO
239,0.0,608.0,53.0,1.0,0.0,/videos/121810540,"You're So Talented, Chapter One",341.0,2015-03-10T18:04:57+00:00,Array,0.0,76.0,237.0,56766.0,84160.0,0.0,YST
220,0.0,1010.0,32.0,0.0,0.0,/videos/156421353,Full Out -- Episode 3,688.0,2016-02-23T15:24:23+00:00,Array,0.0,84.0,571.0,125623.0,158794.0,0.0,FO
195,0.0,1113.0,26.0,1.0,0.0,/videos/154200807,"You're So Talented, Season Two -- Chapter One",521.0,2016-02-04T16:44:07+00:00,Array,0.0,70.0,321.0,62725.0,110885.0,0.0,YST
160,0.0,345.0,24.0,0.0,0.0,/videos/162385131,"You're So Talented, Season Two - Chapter Six",568.0,2016-04-11T15:02:31+00:00,Array,0.0,75.0,389.0,62261.0,98272.0,0.0,YST
147,0.0,246.0,24.0,1.0,0.0,/videos/123121866,"You're So Talented, Season One -- Chapter Two",459.0,2015-03-24T18:39:13+00:00,Array,0.0,81.0,345.0,50759.0,69309.0,0.0,YST
117,0.0,247.0,20.0,1.0,0.0,/videos/155827723,"You're So Talented, Season Two -- Chapter Two",668.0,2016-02-18T14:25:09+00:00,Array,0.0,76.0,499.0,58459.0,89512.0,0.0,YST
117,0.0,235.0,21.0,0.0,0.0,/videos/160747140,"You're So Talented, Season Two - Chapter Five",520.0,2016-03-29T14:20:48+00:00,Array,0.0,80.0,390.0,45735.0,65980.0,0.0,YST
116,0.0,227.0,16.0,2.0,0.0,/videos/159158733,"You're So Talented, Season Two - Chapter Four",546.0,2016-03-16T02:57:07+00:00,Array,0.0,80.0,392.0,45535.0,67661.0,0.0,YST
112,0.0,173.0,23.0,1.0,0.0,/videos/124357625,"You're So Talented, Season One -- Chapter Three",397.0,2015-04-07T22:23:45+00:00,Array,0.0,83.0,321.0,35970.0,45834.0,0.0,YST
105,0.0,147.0,17.0,0.0,0.0,/videos/124849631,"You're So Talented, Season One -- Chapter Four",295.0,2015-04-13T17:46:12+00:00,Array,0.0,80.0,221.0,23215.0,31627.0,0.0,YST
94,0.0,132.0,22.0,1.0,0.0,/videos/126932556,"You're So Talented, Season One -- Chapter Five",292.0,2015-05-05T15:32:57+00:00,Array,0.0,84.0,245.0,23064.0,27725.0,0.0,YST
94,0.0,144.0,11.0,0.0,0.0,/videos/128319423,"You're So Talented, Season One -- Chapter Six",266.0,2015-05-19T23:04:13+00:00,Array,0.0,80.0,196.0,18503.0,26776.0,0.0,YST
94,0.0,184.0,20.0,0.0,0.0,/videos/157297665,"You're So Talented, Season Two - Chapter Three",555.0,2016-03-01T15:34:39+00:00,Array,0.0,78.0,423.0,39780.0,57720.0,0.0,YST
93,0.0,154.0,17.0,0.0,0.0,/videos/129668799,"You're So Talented, Season One -- Chapter Seven",477.0,2015-06-03T14:13:37+00:00,Array,0.0,87.0,406.0,37768.0,46724.0,0.0,YST
75,0.0,399.0,18.0,0.0,0.0,/videos/143466703,You're So Talented: Season 2 Official Trailer,119.0,2015-10-24T13:58:49+00:00,Array,0.0,57.0,60.0,4532.0,10679.0,0.0,YST
74,0.0,183.0,8.0,0.0,0.0,/videos/162141163,Bronx Cunt Tour -- Episode 1,500.0,2016-04-08T23:44:29+00:00,Array,0.0,61.0,210.0,15604.0,41469.0,0.0,BCT
51,0.0,1807.0,6.0,0.0,0.0,/videos/160674297,On The Verge -- By Paige Cunningham Caldarella & Jessica King,658.0,2016-03-28T23:47:44+00:00,Array,0.0,46.0,273.0,13948.0,45356.0,0.0,OV
42,0.0,121.0,3.0,0.0,0.0,/videos/162147393,Bronx Cunt Tour -- Episode 2,609.0,2016-04-09T01:28:13+00:00,Array,0.0,65.0,273.0,11504.0,30429.0,0.0,BCT
40,0.0,86.0,6.0,0.0,0.0,/videos/149806393,Introducing the Chicago Home Theater Festival 2015,626.0,2015-12-22T21:16:50+00:00,Array,0.0,68.0,439.0,17584.0,30674.0,0.0,CHT
39,0.0,137.0,2.0,1.0,0.0,/videos/134807299,Open TV Presents: Nupita Obama Creates Vogua,731.0,2015-07-29T04:46:53+00:00,Array,0.0,63.0,453.0,17689.0,31514.0,0.0,NOCV
32,0.0,144.0,2.0,0.0,0.0,/videos/163350705,Bronx Cunt Tour -- Episode 4,893.0,2016-04-19T03:12:52+00:00,Array,0.0,58.0,453.0,14521.0,33041.0,0.0,BCT
26,0.0,111.0,1.0,0.0,0.0,/videos/146666127,Open TV Presents: Let Go and Let God,1376.0,2015-11-23T17:13:07+00:00,Array,0.0,38.0,347.0,9046.0,50902.0,0.0,LGLG
22,0.0,87.0,10.0,0.0,0.0,/videos/161135550,NIC Kay's Bronx Cunt Tour -- Trailer,68.0,2016-04-01T03:39:53+00:00,Array,0.0,82.0,52.0,1164.0,1614.0,0.0,BCT
19,0.0,106.0,1.0,0.0,0.0,/videos/163310995,Bronx Cunt Tour -- Episode 3,483.0,2016-04-18T20:02:31+00:00,Array,0.0,61.0,267.0,5090.0,12075.0,0.0,BCT
17,0.0,70.0,10.0,0.0,0.0,/videos/160678130,On The Verge --  Trailer -- Open TV Community,35.0,2016-03-29T00:34:12+00:00,Array,0.0,83.0,23.0,402.0,583.0,0.0,OV|OTV|OTC
14,1.0,80.0,1.0,0.0,0.0,/videos/150002138,Futurewomen: The Quest -- Episode 3,842.0,2015-12-25T07:13:40+00:00,Array,0.0,31.0,225.0,3152.0,39722.0,0.0,FW
12,0.0,635.0,5.0,0.0,0.0,/videos/121910493,Teaser -- Nupita Obama Creates Vogua,55.0,2015-03-11T16:54:25+00:00,Array,0.0,69.0,31.0,381.0,710.0,0.0,NOCV
9,0.0,38.0,1.0,0.0,0.0,/videos/136670475,"Futurewomen, The Origins -- Episode 1",805.0,2015-08-18T23:17:14+00:00,Array,0.0,30.0,241.0,2173.0,14485.0,0.0,FW
