plays,downloads,loads,finishes,likes,comments,uri,name,duration,created_time,sizes,unique_loads,mean_percent,mean_seconds,sum_seconds,total_seconds,unique_viewers,Project ID
2614,0.0,6374.0,354.0,6.0,2.0,/videos/158069617,Full Out -- Episode 4,566.0,2016-03-07T19:39:45+00:00,Array,0.0,81.0,431.0,1128619.0,1540054.0,0.0,FO
1692,0.0,8083.0,247.0,2.0,0.0,/videos/152854976,Full Out -- Episode 1,903.0,2016-01-24T03:25:13+00:00,Array,0.0,71.0,601.0,1017189.0,1576766.0,0.0,FO
1616,0.0,3792.0,80.0,0.0,0.0,/videos/143933380,Open TV Presents: Southern for Pussy,283.0,2015-10-28T22:38:55+00:00,Array,0.0,72.0,141.0,228935.0,479885.0,0.0,SFP
1498,0.0,5014.0,184.0,1.0,0.0,/videos/156421353,Full Out -- Episode 3,688.0,2016-02-23T15:24:23+00:00,Array,0.0,75.0,513.0,768783.0,1098605.0,0.0,FO
1362,0.0,4581.0,123.0,1.0,0.0,/videos/154795991,Full Out -- Episode 2,1349.0,2016-02-09T23:59:39+00:00,Array,0.0,76.0,973.0,1325356.0,1930887.0,0.0,FO
1147,0.0,2349.0,158.0,5.0,0.0,/videos/160115755,Full Out -- Episode 5,1202.0,2016-03-23T16:14:37+00:00,Array,0.0,78.0,877.0,1006587.0,1389524.0,0.0,FO
842,0.0,5613.0,401.0,2.0,0.0,/videos/147648438,Full Out -- Season One Trailer,105.0,2015-12-02T21:48:19+00:00,Array,0.0,81.0,80.0,68064.0,92910.0,0.0,FO
395,5.0,909.0,60.0,0.0,0.0,/videos/157297665,"You're So Talented, Season Two - Chapter Three",555.0,2016-03-01T15:34:39+00:00,Array,0.0,68.0,336.0,132957.0,241625.0,0.0,YST
304,0.0,603.0,30.0,2.0,0.0,/videos/154200807,"You're So Talented, Season Two -- Chapter One",521.0,2016-02-04T16:44:07+00:00,Array,0.0,66.0,296.0,90254.0,170240.0,0.0,YST
249,0.0,578.0,22.0,3.0,0.0,/videos/159158733,"You're So Talented, Season Two - Chapter Four",546.0,2016-03-16T02:57:07+00:00,Array,0.0,72.0,358.0,89346.0,143464.0,0.0,YST
236,0.0,499.0,18.0,0.0,0.0,/videos/155827723,"You're So Talented, Season Two -- Chapter Two",668.0,2016-02-18T14:25:09+00:00,Array,0.0,68.0,390.0,92148.0,175684.0,0.0,YST
172,0.0,628.0,41.0,2.0,0.0,/videos/121810540,"You're So Talented, Chapter One",341.0,2015-03-10T18:04:57+00:00,Array,0.0,77.0,244.0,42007.0,61331.0,0.0,YST
102,0.0,193.0,24.0,0.0,0.0,/videos/123121866,"You're So Talented, Season One -- Chapter Two",459.0,2015-03-24T18:39:13+00:00,Array,0.0,79.0,333.0,34030.0,50490.0,0.0,YST
101,1.0,344.0,25.0,0.0,0.0,/videos/143466703,You're So Talented: Season 2 Official Trailer,119.0,2015-10-24T13:58:49+00:00,Array,0.0,63.0,67.0,6840.0,13512.0,0.0,YST
92,0.0,171.0,10.0,0.0,0.0,/videos/160747140,"You're So Talented, Season Two - Chapter Five",520.0,2016-03-29T14:20:48+00:00,Array,0.0,68.0,341.0,31457.0,48321.0,0.0,YST
86,0.0,181.0,2.0,0.0,0.0,/videos/134807299,Open TV Presents: Nupita Obama Creates Vogua,731.0,2015-07-29T04:46:53+00:00,Array,0.0,48.0,323.0,27857.0,65737.0,0.0,NOCV
83,0.0,162.0,16.0,0.0,0.0,/videos/124849631,"You're So Talented, Season One -- Chapter Four",295.0,2015-04-13T17:46:12+00:00,Array,0.0,75.0,196.0,16280.0,24447.0,0.0,YST
66,0.0,100.0,10.0,0.0,0.0,/videos/124357625,"You're So Talented, Season One -- Chapter Three",397.0,2015-04-07T22:23:45+00:00,Array,0.0,79.0,304.0,20120.0,26982.0,0.0,YST
54,0.0,120.0,22.0,0.0,0.0,/videos/160749794,/Shift/ -- A Fundraiser for Honey Pot Performance,263.0,2016-03-29T14:37:47+00:00,Array,0.0,75.0,184.0,9965.0,13649.0,0.0,SH
54,0.0,98.0,11.0,0.0,0.0,/videos/128319423,"You're So Talented, Season One -- Chapter Six",266.0,2015-05-19T23:04:13+00:00,Array,0.0,84.0,196.0,10609.0,14875.0,0.0,YST
52,0.0,89.0,14.0,1.0,0.0,/videos/126932556,"You're So Talented, Season One -- Chapter Five",292.0,2015-05-05T15:32:57+00:00,Array,0.0,85.0,236.0,12295.0,17217.0,0.0,YST
46,0.0,89.0,11.0,0.0,0.0,/videos/129668799,"You're So Talented, Season One -- Chapter Seven",477.0,2015-06-03T14:13:37+00:00,Array,0.0,91.0,437.0,20119.0,23841.0,0.0,YST
39,0.0,146.0,2.0,0.0,0.0,/videos/146666127,Open TV Presents: Let Go and Let God,1376.0,2015-11-23T17:13:07+00:00,Array,0.0,45.0,528.0,20608.0,72907.0,0.0,LGLG
21,0.0,110.0,2.0,0.0,0.0,/videos/150002138,Futurewomen: The Quest -- Episode 3,842.0,2015-12-25T07:13:40+00:00,Array,0.0,29.0,175.0,3682.0,45584.0,0.0,FW
