plays,downloads,loads,finishes,likes,comments,uri,name,duration,created_time,sizes,unique_loads,mean_percent,mean_seconds,sum_seconds,total_seconds,unique_viewers,Project ID
913,0.0,2213.0,47.0,2.0,0.0,/videos/143933380,Open TV Presents: Southern for Pussy,283.0,2015-10-28T22:38:55+00:00,Array,0.0,61.0,155.0,142023.0,250983.0,0.0,SFP
669,0.0,1617.0,58.0,1.0,0.0,/videos/164959147,Open TV Presents: Lipstick City by Shea Couleé,556.0,2016-05-02T05:50:23+00:00,Array,0.0,61.0,316.0,211747.0,371700.0,0.0,LC
594,1.0,1002.0,240.0,1.0,0.0,/videos/172604203,Brujos (2017) -- Teaser Scenes,202.0,2016-06-28T16:29:17+00:00,Array,0.0,81.0,155.0,92288.0,113577.0,0.0,B
438,0.0,1963.0,162.0,1.0,0.0,/videos/147648438,Full Out -- Season One Trailer,105.0,2015-12-02T21:48:19+00:00,Array,0.0,75.0,76.0,33415.0,45531.0,0.0,FO
380,0.0,2609.0,99.0,3.0,0.0,/videos/121810540,"You're So Talented, Chapter One",341.0,2015-03-10T18:04:57+00:00,Array,0.0,68.0,217.0,82562.0,125569.0,0.0,YST
289,0.0,1238.0,29.0,0.0,0.0,/videos/152854976,Full Out -- Episode 1,903.0,2016-01-24T03:25:13+00:00,Array,0.0,67.0,585.0,169189.0,263975.0,0.0,FO
190,0.0,535.0,10.0,1.0,0.0,/videos/154795991,Full Out -- Episode 2,1349.0,2016-02-09T23:59:39+00:00,Array,0.0,80.0,1027.0,195319.0,256346.0,0.0,FO
173,0.0,481.0,13.0,0.0,0.0,/videos/158069617,Full Out -- Episode 4,566.0,2016-03-07T19:39:45+00:00,Array,0.0,79.0,445.0,77013.0,100240.0,0.0,FO
171,0.0,536.0,16.0,0.0,0.0,/videos/156421353,Full Out -- Episode 3,688.0,2016-02-23T15:24:23+00:00,Array,0.0,80.0,525.0,89810.0,116202.0,0.0,FO
166,0.0,409.0,18.0,0.0,0.0,/videos/160115755,Full Out -- Episode 5,1202.0,2016-03-23T16:14:37+00:00,Array,0.0,75.0,891.0,147960.0,197184.0,0.0,FO
142,0.0,221.0,31.0,0.0,0.0,/videos/123121866,"You're So Talented, Season One -- Chapter Two",459.0,2015-03-24T18:39:13+00:00,Array,0.0,71.0,323.0,45914.0,66644.0,0.0,YST
131,0.0,387.0,24.0,0.0,0.0,/videos/154200807,"You're So Talented, Season Two -- Chapter One",521.0,2016-02-04T16:44:07+00:00,Array,0.0,71.0,366.0,47974.0,71872.0,0.0,YST
117,0.0,176.0,24.0,1.0,0.0,/videos/124357625,"You're So Talented, Season One -- Chapter Three",397.0,2015-04-07T22:23:45+00:00,Array,0.0,68.0,266.0,31123.0,47229.0,0.0,YST
115,0.0,162.0,11.0,0.0,0.0,/videos/155827723,"You're So Talented, Season Two -- Chapter Two",668.0,2016-02-18T14:25:09+00:00,Array,0.0,71.0,489.0,56294.0,82905.0,0.0,YST
103,0.0,143.0,20.0,0.0,0.0,/videos/124849631,"You're So Talented, Season One -- Chapter Four",295.0,2015-04-13T17:46:12+00:00,Array,0.0,72.0,210.0,21727.0,30963.0,0.0,YST
102,0.0,168.0,22.0,0.0,0.0,/videos/162385131,"You're So Talented, Season Two - Chapter Six",568.0,2016-04-11T15:02:31+00:00,Array,0.0,80.0,414.0,42272.0,55648.0,0.0,YST
99,0.0,158.0,16.0,0.0,0.0,/videos/160747140,"You're So Talented, Season Two - Chapter Five",520.0,2016-03-29T14:20:48+00:00,Array,0.0,77.0,371.0,36769.0,49389.0,0.0,YST
89,0.0,122.0,18.0,0.0,0.0,/videos/157297665,"You're So Talented, Season Two - Chapter Three",555.0,2016-03-01T15:34:39+00:00,Array,0.0,74.0,380.0,33829.0,49445.0,0.0,YST
89,0.0,141.0,14.0,0.0,0.0,/videos/159158733,"You're So Talented, Season Two - Chapter Four",546.0,2016-03-16T02:57:07+00:00,Array,0.0,81.0,439.0,39143.0,50767.0,0.0,YST
86,0.0,113.0,22.0,0.0,0.0,/videos/126932556,"You're So Talented, Season One -- Chapter Five",292.0,2015-05-05T15:32:57+00:00,Array,0.0,72.0,208.0,17917.0,24815.0,0.0,YST
84,0.0,114.0,17.0,0.0,0.0,/videos/129668799,"You're So Talented, Season One -- Chapter Seven",477.0,2015-06-03T14:13:37+00:00,Array,0.0,74.0,352.0,29649.0,40065.0,0.0,YST
78,0.0,107.0,7.0,0.0,0.0,/videos/128319423,"You're So Talented, Season One -- Chapter Six",266.0,2015-05-19T23:04:13+00:00,Array,0.0,71.0,187.0,14592.0,20742.0,0.0,YST
68,0.0,163.0,3.0,0.0,0.0,/videos/164162980,Bronx Cunt Tour -- Episode 5,1086.0,2016-04-25T21:07:23+00:00,Array,0.0,53.0,496.0,33758.0,70562.0,0.0,BCT
48,0.0,210.0,18.0,0.0,0.0,/videos/143466703,You're So Talented: Season 2 Official Trailer,119.0,2015-10-24T13:58:49+00:00,Array,0.0,55.0,64.0,3113.0,6178.0,0.0,YST
37,0.0,109.0,1.0,0.0,0.0,/videos/162147393,Bronx Cunt Tour -- Episode 2,609.0,2016-04-09T01:28:13+00:00,Array,0.0,61.0,335.0,12410.0,23732.0,0.0,BCT
35,0.0,86.0,9.0,0.0,0.0,/videos/162141163,Bronx Cunt Tour -- Episode 1,500.0,2016-04-08T23:44:29+00:00,Array,0.0,67.0,270.0,9466.0,17491.0,0.0,BCT
32,0.0,128.0,3.0,0.0,0.0,/videos/160674297,On The Verge -- By Paige Cunningham Caldarella & Jessica King,658.0,2016-03-28T23:47:44+00:00,Array,0.0,41.0,264.0,8469.0,21699.0,0.0,OV
14,0.0,74.0,1.0,0.0,0.0,/videos/163350705,Bronx Cunt Tour -- Episode 4,893.0,2016-04-19T03:12:52+00:00,Array,0.0,31.0,298.0,4179.0,14295.0,0.0,BCT
13,0.0,82.0,1.0,0.0,0.0,/videos/146666127,Open TV Presents: Let Go and Let God,1376.0,2015-11-23T17:13:07+00:00,Array,0.0,35.0,488.0,6351.0,20637.0,0.0,LGLG
13,2.0,57.0,8.0,0.0,0.0,/videos/161135550,NIC Kay's Bronx Cunt Tour -- Trailer,68.0,2016-04-01T03:39:53+00:00,Array,0.0,79.0,41.0,538.0,1016.0,0.0,BCT
12,0.0,32.0,2.0,0.0,0.0,/videos/140615202,"Futurewomen, The Characters -- Episode 2",915.0,2015-09-28T02:11:20+00:00,Array,0.0,44.0,445.0,5346.0,12814.0,0.0,FW
11,1.0,45.0,2.0,0.0,0.0,/videos/134807299,Open TV Presents: Nupita Obama Creates Vogua,731.0,2015-07-29T04:46:53+00:00,Array,0.0,65.0,478.0,5258.0,8110.0,0.0,NOCV
9,0.0,57.0,0.0,0.0,0.0,/videos/163310995,Bronx Cunt Tour -- Episode 3,483.0,2016-04-18T20:02:31+00:00,Array,0.0,53.0,228.0,2052.0,4349.0,0.0,BCT
8,0.0,14.0,5.0,0.0,0.0,/videos/145222124,Two Queens in Kitchen - Teaser One,16.0,2015-11-10T02:06:53+00:00,Array,0.0,71.0,11.0,92.0,128.0,0.0,None
7,1.0,24.0,1.0,0.0,0.0,/videos/136670475,"Futurewomen, The Origins -- Episode 1",805.0,2015-08-18T23:17:14+00:00,Array,0.0,33.0,308.0,2162.0,6438.0,0.0,FW
7,0.0,42.0,1.0,0.0,0.0,/videos/150002138,Futurewomen: The Quest -- Episode 3,842.0,2015-12-25T07:13:40+00:00,Array,0.0,41.0,694.0,4864.0,18584.0,0.0,FW
5,0.0,64.0,2.0,0.0,0.0,/videos/160678130,On The Verge --  Trailer -- Open TV Community,35.0,2016-03-29T00:34:12+00:00,Array,0.0,35.0,14.0,74.0,242.0,0.0,OV|OTV|OTC
4,0.0,247.0,4.0,0.0,0.0,/videos/121910493,Teaser -- Nupita Obama Creates Vogua,55.0,2015-03-11T16:54:25+00:00,Array,0.0,65.0,53.0,214.0,328.0,0.0,NOCV
2,0.0,17.0,0.0,0.0,0.0,/videos/160749794,/Shift/ -- A Fundraiser for Honey Pot Performance,263.0,2016-03-29T14:37:47+00:00,Array,0.0,8.0,23.0,47.0,789.0,0.0,SH
2,0.0,13.0,0.0,0.0,0.0,/videos/126751017,"Teaser -- Futurewomen, an alternate reality series by Honey Pot Performance",47.0,2015-05-03T21:57:12+00:00,Array,0.0,23.0,5.0,11.0,47.0,0.0,FW
2,1.0,21.0,0.0,0.0,0.0,/videos/136578747,Introducing Isis of #Futurewomen,263.0,2015-08-18T04:14:52+00:00,Array,0.0,10.0,14.0,28.0,788.0,0.0,FW
2,0.0,8.0,0.0,0.0,0.0,/videos/133452075,#NupitaObama Creates Vogua Premiere: Lakeview,77.0,2015-07-14T14:04:01+00:00,Array,0.0,85.0,65.0,131.0,154.0,0.0,None
2,0.0,6.0,1.0,0.0,0.0,,0,22.0,19,38,170.0,0.0,,,,,None
