"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1002301348401025024","https://twitter.com/weareotv/status/1002301348401025024","@thefawz @TheRedLineCBS @caitlinmparrish @EricaMakesPlays @ava @GBerlanti @CBS 🙌🏿🙌🏿🙌🏿🙌🏿","2018-05-31 21:30 +0000","333.0","1.0","0.003003003003003003","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1001829466124021760","https://twitter.com/weareotv/status/1001829466124021760","@IndieFindsLA @StephanieJeter I’m sure @StephanieJeter can send you a screener 😉","2018-05-30 14:15 +0000","58.0","1.0","0.017241379310344827","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1001607038772924416","https://twitter.com/weareotv/status/1001607038772924416","@illuminatemics @_joseolivarez yes!","2018-05-29 23:31 +0000","137.0","2.0","0.014598540145985401","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1001604112901922822","https://twitter.com/weareotv/status/1001604112901922822","Congrats to @StephanieJeter , our head of production, on your recognition by the #americanblackfilmfestival! https://t.co/41LBB4Y4n1","2018-05-29 23:20 +0000","1402.0","37.0","0.026390870185449358","3.0","2.0","14.0","1.0","1.0","0.0","7.0","0.0","0","0","0","0","0","9","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1001543220168462337","https://twitter.com/weareotv/status/1001543220168462337","Miss us? We're back 6/8 @rebuildfdn premiering new worx like the docu-series by Diana Quinones Rivera following choreographer @DarlingShear &amp; her dancers as they explore their personal understandings of identity, expression, movement, &amp; collaboration. FB: https://t.co/yDHowjAtAb https://t.co/15d9Bo86mH","2018-05-29 19:18 +0000","1258.0","13.0","0.010333863275039745","4.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","0","0","0","0","0","67","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1000054912061988864","https://twitter.com/weareotv/status/1000054912061988864","Friday pearl of wisdom brought to you by You Should Know This By Now, created by @thefawz, and @ZahraComedy. Watch the entire series here: https://t.co/XCiAIjwkrM #AsianPacificAmericanHeritageMonth #femalefilmmakerfriday https://t.co/P15RbIXaRN","2018-05-25 16:44 +0000","383.0","19.0","0.04960835509138381","0.0","0.0","4.0","0.0","1.0","0.0","3.0","0.0","0","0","0","0","0","155","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"999350479913136129","https://twitter.com/weareotv/status/999350479913136129","Our #wcw is Arnetta Randall, creator of Hook-Ups, a new comedic web series exploring modern dating practices among black folks from many backgrounds, sexual orientations, and gender expressions. #webserieswednesday Catch Hook-Ups June 8th at @rebuildfdn: https://t.co/itXcM2EYFn https://t.co/ucqasgJ8gs","2018-05-23 18:04 +0000","337.0","3.0","0.008902077151335312","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","28","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"999344238436462597","https://twitter.com/weareotv/status/999344238436462597","Thanks for the love @amfmlife ! Watch @SeedsSeries now: https://t.co/I6BKi0EZRp https://t.co/sJVZUxCaPu","2018-05-23 17:40 +0000","528.0","8.0","0.015151515151515152","3.0","0.0","2.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"998608885194911744","https://twitter.com/weareotv/status/998608885194911744","Tonight! Enjoy a donation based #yoga class and Yogma screening led by #yogmatv creator and star Karla Huffman @GypsyYoga7 at 1910 w north ave. All donations benefit @iGrowChi Don’t forget to RSVP with the link! #chicagomade #webseries https://t.co/7q1IVWUaaY","2018-05-21 16:58 +0000","279.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"998608484634591237","https://twitter.com/weareotv/status/998608484634591237","All donations benefit @iGrowChi !","2018-05-21 16:56 +0000","138.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
