"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
24,0,360,4,desktop,0,79,369,8868,12947,0
3,0,14,0,mobile,0,10,70,212,3752,0
0,1,0,0,unknown,0,0,0,0,0,0
0,0,2,0,tablet,0,0,0,0,0,0
"
",,,,,,,,,,
