"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
19048,25,42383,4398,desktop,0,72,280,5333578,7347224,0
7392,0,41343,1126,mobile,1,57,210,1555728,2704405,1
1254,0,3497,236,tablet,0,71,267,335930,470305,0
110,0,195,27,tv,0,76,220,24237,31745,0
57,0,2942,55,unknown,0,81,213,248243,0,0
"
",,,,,,,,,,
