"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
5037,2,20671,1125,desktop,0,70,321,1621492,2610166,0
3220,0,14923,303,mobile,0,47,151,488126,1630207,0
441,0,1946,85,tablet,0,70,278,122905,220601,0
366,0,451,13,tv,0,71,62,22981,175747,0
3,0,1910,0,unknown,0,29,103,310,1390,0
"
",,,,,,,,,,
