"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4845,9,15781,1632,desktop,0,67,191,929370,1498110,0
1922,0,8274,561,mobile,0,68,229,441098,691261,0
836,0,2778,371,tablet,0,77,194,162338,224261,0
573,0,588,3,tv,0,84,7,4456,191225,0
46,0,530,3,unknown,0,39,14,673,12748,0
"
",,,,,,,,,,
