"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
8685,7,23635,1750,desktop,0,67,316,2749684,4551092,0
4054,0,12467,500,mobile,0,57,210,854509,2202580,0
749,0,1606,134,tablet,0,70,297,223049,413468,0
171,0,344,10,tv,0,69,76,13071,135719,0
38,0,3078,3,unknown,0,63,323,12279,27421,0
"
",,,,,,,,,,
