"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
104519,19,271583,37138,desktop,0,77,387,40539500,52029298,0
31852,0,127274,6349,mobile,0,79,370,11795881,14772065,0
6896,0,28042,2383,tablet,0,79,397,2739883,3451301,0
2000,0,2291,367,tv,0,77,136,272689,353472,0
185,0,6453,12,unknown,0,73,130,24208,0,0
"
",,,,,,,,,,
