"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
3382,15,14917,596,desktop,2950,60,281,951663,1741359,1151
2551,0,9858,243,mobile,2161,52,218,557775,1220951,1182
286,0,302,0,tv,10,13,1,425,128743,3
229,18,990,44,tablet,175,72,318,72879,117897,79
0,0,2660,0,unknown,0,0,0,0,0,0
"
",,,,,,,,,,
