"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
3301,5,13824,545,desktop,0,66,329,1088712,1639080,0
1495,0,6096,275,mobile,0,72,307,460447,632502,0
381,0,974,59,tablet,0,71,408,155686,217542,0
92,0,111,4,tv,0,79,91,8450,10565,0
28,0,963,1,unknown,0,75,119,3333,4426,0
"
",,,,,,,,,,
