"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
33,0,582,10,desktop,0,43,225,7454,20286,0
3,0,11,1,mobile,0,47,72,217,460,0
1,0,7,1,tablet,0,100,230,230,230,0
0,0,1,0,unknown,0,0,0,0,0,0
"
",,,,,,,,,,
