"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
6441,40,23577,1315,desktop,0,65,358,2312189,3933899,0
4809,0,13376,447,mobile,1,40,311,1498621,4205436,1
468,0,1377,92,tablet,0,62,333,155971,303422,0
259,0,331,20,tv,0,80,97,25279,147803,0
7,0,3362,0,unknown,0,39,155,1086,0,0
"
",,,,,,,,,,
