"plays","downloads","loads","finishes","device_type","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
42,2,773,11,desktop,0,53,151,6380,15438,0
5,0,26,1,mobile,0,82,90,454,548,0
0,0,4,0,unknown,0,0,0,0,0,0
"
",,,,,,,,,,
