"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1707,0,5975,194,vimeo.com,,2529,62,299,511036,892866,950
1407,0,2385,215,weareo.tv,,522,62,323,455483,805848,394
888,0,1076,180,browngirlswebseries.com,,246,75,325,289238,462965,221
656,23,4148,98,unknown,,644,25,94,62037,351121,277
154,0,566,15,thetwebseries.com,,56,69,261,40215,61699,38
108,0,1624,8,templeu.instructure.com,,122,55,461,49833,100991,55
73,0,179,8,onemorelesbian.com,,66,63,320,23405,38758,55
60,0,228,19,shoreline.instructure.com,,26,68,111,6682,9755,10
58,0,59,4,youresotalented.net,,8,81,288,16707,23347,7
39,0,280,2,justcallmeripley.com,,7,77,288,11253,14969,3
33,0,177,4,kingisafink.com,,28,83,353,11680,14696,11
31,0,75,3,lesbianmedia.tv,,25,72,467,14498,20008,19
28,0,40,1,bing.com,,24,35,149,4181,15720,21
21,0,329,1,indiewire.com,,132,37,106,2238,6993,10
21,0,33,0,otvstudio.com,,16,32,1,23,142,14
15,0,188,0,teens.ms,,52,74,345,5176,7563,7
15,0,787,2,remezcla.com,,126,63,257,3859,6466,8
14,0,16,1,derrickwoodsmorrow.com,,12,42,333,4665,12922,10
13,0,21,2,yastatic.net,,11,43,287,3737,9287,9
11,0,22,1,yahoo.com,,7,34,78,863,6074,5
11,0,26,1,chicagofilmmakers.org,,9,61,321,3532,5745,8
9,0,60,3,sonideni.com,,19,57,81,737,1278,8
9,0,162,1,dewayneperkins.com,,43,81,96,871,1990,2
8,0,18,0,smilefart.com,,6,14,10,80,1113,5
8,0,77,4,theguardian.com,,38,91,129,1034,1136,7
8,0,586,1,reelchicago.com,,68,63,288,2307,4503,4
7,0,96,0,www-indiewire-com.cdn.ampproject.org,,33,48,92,649,2331,1
6,0,77,5,thedailybeast.com,,9,95,109,655,688,5
6,0,20,0,thehavenweb.com,,3,40,257,1544,4424,2
6,0,110,1,kemifatoba.com,,20,58,23,141,360,3
6,0,6,0,mateo-gonzales.com,,1,0,0,1,2396,1
6,0,6,2,fullspectrumfeatures.com,,6,72,52,312,432,6
5,0,163,0,fatimahasghar.com,,79,61,201,1009,2055,4
5,0,19,0,rashidakhanbeymiller.com,,6,46,634,3173,6880,2
5,0,186,1,avclub.com,,66,99,28,141,710,2
4,0,6,0,headmastermagazine.com,,5,66,615,2462,3692,4
4,0,228,1,instinctmagazine.com,,37,98,14,57,316,1
4,0,77,0,vice.com,,19,52,474,1897,3616,2
4,0,129,2,www-teenvogue-com.cdn.ampproject.org,,37,99,205,820,1644,2
4,0,5,0,freethebid.com,,4,12,26,106,1135,4
4,0,11,0,quarelifetv.com,,0,88,277,1109,2508,0
4,0,832,0,safe.txmblr.com,,66,27,122,488,1782,2
3,0,3,0,shyyness.com,,0,49,294,883,2385,0
3,0,6,1,startrek.com,,3,69,74,222,318,2
3,0,73,0,honeypotperformance.org,,6,36,147,442,1227,2
3,0,22,0,beacordelia.com,,5,47,106,319,999,0
3,0,5,2,darkartsgallery.tumblr.com,,2,82,191,575,693,2
3,0,15,0,ajchristian.org,,4,77,175,527,683,3
3,0,91,0,artiishak.wixsite.com,,10,58,441,1323,2262,3
3,0,7,0,liztoonkel.com,,4,49,94,282,851,2
3,0,101,1,m.chicagoreader.com,,30,99,84,252,759,1
3,0,3,0,matthew-ozawa.squarespace.com,,1,9,23,70,2202,1
3,0,31,0,cdn.iframe.ly,,4,12,112,338,2625,2
2,0,245,0,teenvogue.com,,102,4,17,35,822,1
2,0,4,0,the-right-swipe.com,,2,92,834,1668,1794,1
2,0,7,0,theaerogram.com,,1,0,0,0,821,1
2,0,53,0,deadline.com,,16,33,136,273,822,2
2,0,55,0,indiegogo.com,,5,56,158,317,564,2
2,0,111,0,criticalracedigitalstudies.com,,37,0,0,0,505,0
2,0,2,1,d28ibit8794q5t.cloudfront.net,,0,96,701,1402,1450,0
2,0,13,0,vod-server.wix.com,,2,58,109,219,374,1
2,0,12,0,editor.wix.com,,2,0,0,0,1765,1
2,0,5,0,lotl.com,,2,70,74,149,212,1
2,0,19,0,elle.com,,10,44,182,364,821,1
2,0,19,0,buzzfeed.com,,4,79,226,452,568,2
2,0,36,0,newnownext.com,,2,95,541,1083,1131,1
2,0,22,0,odinakaezeokoli.com,,5,19,132,265,1383,1
2,0,10,1,out.com,,2,77,556,1113,1438,0
2,0,26,0,www-vice-com.cdn.ampproject.org,,11,0,0,0,1806,1
2,0,36,0,alexagrae.com,,7,26,103,206,778,2
2,0,3,1,periscopepa.com,,2,98,35,70,142,1
2,0,6,0,girlsinfilm.net,,2,91,375,751,822,2
2,0,2,1,review.slideroom.com,,2,73,363,726,993,2
1,0,6,0,scandalshack.com,,2,3,15,15,411,1
1,0,5,0,secondcity.instructure.com,,1,76,313,313,411,1
1,0,9,0,shadowandact.com,,4,80,115,115,142,1
1,0,2,0,shannonlnoll.com,,2,21,77,77,366,1
1,0,101,0,chicagoreader.com,,42,41,104,104,253,1
1,0,109,0,latina.com,,22,0,1,1,203,0
1,0,34,0,amphitheater.caa.com,,4,14,112,112,771,1
1,0,62,0,spectrumsouth.com,,15,0,0,0,493,1
1,0,2,1,splinternews.com,,2,99,141,141,142,1
1,0,11,1,hkdproductions.com,,1,100,842,842,842,1
1,0,3,0,tendernessandtiaras.tumblr.com,,0,90,257,257,284,0
1,0,4,0,thecrowdfundingcenter.com,,1,0,0,0,282,1
1,0,193,0,ijoc.org,,18,13,24,24,180,1
1,0,1,0,yandex.com.tr,,1,52,458,458,875,1
1,0,5,0,thoughtcatalog.com,,1,0,0,0,55,0
1,0,11,0,curvemag.com,,4,98,104,104,106,1
1,0,30,0,blacktvfilmcollective.org,,1,97,454,454,464,0
1,0,6,1,www-theverge-com.cdn.ampproject.org,,2,99,410,410,411,1
1,0,3,0,www-refinery29-com.cdn.ampproject.org,,0,52,215,215,411,0
1,0,4,0,decider.com,,1,7,30,30,411,1
1,0,2,0,www-chicagotribune-com.cdn.ampproject.org,,1,0,0,0,464,1
1,0,13,0,dustinkidd.net,,4,0,2,2,944,1
1,0,6,0,lesbian-interest.eu,,4,95,135,135,142,1
1,0,2,0,lesbian-lips.com,,1,97,138,138,142,1
1,0,25,1,bricartsmedia.org,,12,99,141,141,142,1
1,0,4,0,theidentityofshe.com,,1,0,0,0,1013,1
1,0,118,1,loveislove-club.net,,17,99,105,105,106,1
1,0,19,0,bitchmedia.org,,5,96,471,471,490,1
1,0,54,0,latinorebels.com,,2,16,81,81,493,1
1,0,1,0,michaelthomasjames.com,,1,0,0,0,333,1
1,0,1,0,movierecipe.infoversant.com,,0,10,15,15,142,0
1,0,42,0,mrbrianmorgan.com,,22,69,389,389,557,1
1,0,7,1,nakaonwood.com,,1,99,874,874,875,1
1,0,57,0,nowtoronto.com,,22,0,0,0,58,0
1,0,65,0,oembed.vice.com,,31,48,199,199,411,1
1,0,3,0,omgdosh.tumblr.com,,2,0,0,0,734,0
1,0,1,0,www-thesedays-news.cdn.ampproject.org,,0,0,0,0,521,0
1,0,56,0,candorarts.com,,5,4,40,40,805,1
1,0,3,0,kingsandqueenspilot.com,,1,93,1005,1005,1074,0
1,0,5,0,portfolium.com,,2,20,30,30,143,1
1,0,4,0,queerfudanshi.com,,1,81,47,47,58,1
1,0,98,0,cdn.embedly.com,,14,4,29,29,721,1
1,0,12,0,jonathanpal.com,,2,0,0,0,333,1
1,0,18,0,redbull.com,,2,5,8,8,142,0
1,0,16,0,tvinsider.com,,7,85,352,352,411,1
1,0,3,0,backstage.com,,1,92,617,617,669,1
1,0,4,0,richardkallus.com,,3,24,157,157,631,1
1,0,1,0,goldpointstudio.com,,1,45,223,223,490,1
0,0,9,0,chicagoist.com,,1,0,0,0,0,0
