"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
1442,1,2375,240,vimeo.com,,0,72,191,275715,407614,0
449,0,467,65,youresotalented.net,,0,79,266,119624,159598,0
418,0,695,77,weareopen.tv,,0,68,223,93447,157930,0
395,0,405,156,facebook.com,,0,63,133,52895,92559,0
359,1,575,8,unknown,,0,73,49,17642,110519,0
13,0,92,0,tribecafilm.com,,0,53,146,1904,3873,0
7,0,14,1,zackarydrucker.com,,0,79,223,1565,1981,0
3,0,5,0,kitschmix.tv,,0,92,368,1106,1197,0
3,0,3,0,bing.com,,0,43,200,602,1371,0
2,0,42,0,honeypotperformance.com,,0,75,651,1303,1719,0
2,0,69,0,twitter.com,,0,68,158,316,459,0
2,0,2,0,vk.com,,0,84,615,1230,1462,0
2,0,2,0,yahoo.com,,0,75,106,213,283,0
1,0,3,0,samanthaleesings.wordpress.com,,0,4,5,5,118,0
1,0,1,0,chicagoartistsmonth.org,,0,0,0,0,55,0
1,0,1,0,pron.tv,,0,12,88,88,730,0
0,0,69,0,editor.wix.com,,0,0,0,0,0,0
0,0,1,0,google.com,,0,0,0,0,0,0
0,0,1,0,thesisterhoodsocial.com,,0,0,0,0,0,0
0,0,4,0,superselected.com,,0,0,0,0,0,0
0,0,1,0,suffire.tumblr.com,,0,0,0,0,0,0
0,0,8,0,en.wordpress.com,,0,0,0,0,0,0
0,0,24,0,samanthaleesings.com,,0,0,0,0,0,0
0,0,2,0,samanthalee333.tumblr.com,,0,0,0,0,0,0
0,0,16,0,safe.txmblr.com,,0,0,0,0,0,0
0,0,1,0,wangslive.com,,0,0,0,0,0,0
0,0,2,0,outspoken.tv,,0,0,0,0,0,0
0,0,125,0,titobonito.wix.com,,0,0,0,0,0,0
0,0,10,0,northwestern.edu,,0,0,0,0,0,0
0,0,2,0,lostblackgirl.tumblr.com,,0,0,0,0,0,0
0,0,3,0,wordisbondthedoc.tumblr.com,,0,0,0,0,0,0
0,0,6,0,tribecafilmfestival.org,,0,0,0,0,0,0
0,0,22,0,youresotalented.tumblr.com,,0,0,0,0,0,0
0,0,2,0,behance.net,,0,0,0,0,0,0
0,0,1,0,ie-j.tumblr.com,,0,0,0,0,0,0
0,0,2,0,toddyoungblood.com,,0,0,0,0,0,0
0,0,2,0,gawker.com,,0,0,0,0,0,0
0,0,1,0,agency.creatorrepublic.com,,0,0,0,0,0,0
0,0,3,0,kiam-marcelo-junio.com,,0,0,0,0,0,0
0,0,1,0,downloads8.eu,,0,0,0,0,0,0
0,0,3,0,culturebot.org,,0,0,0,0,0,0
0,0,1,0,ctindie.com,,0,0,0,0,0,0
0,0,1,0,creatorrepublic.com,,0,0,0,0,0,0
0,0,9,0,atomculture.wordpress.com,,0,0,0,0,626,0
0,0,15,0,cdn.embedly.com,,0,0,0,0,0,0
0,0,1,0,blogs1368.rssing.com,,0,0,0,0,0,0
0,0,13,0,bitchmedia.org,,0,0,0,0,0,0
0,0,23,0,open-tv.squarespace.com,,0,0,0,0,0,0
0,0,48,0,khadijahwhite.com,,0,0,0,0,0,0
0,0,22,0,wordpress.com,,0,0,0,0,0,0
0,0,54,0,acarasa.wix.com,,0,0,0,0,0,0
0,0,11,0,77threemag.tumblr.com,,0,0,0,0,0,0
"
",,,,,,,,,,,
