"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
4450,0,13468,750,vimeo.com,,0,65,310,1379505,2339039,0
2802,0,2951,435,browngirlswebseries.com,,0,81,380,1066273,1534219,0
2265,0,2878,286,weareo.tv,,0,60,233,527951,1037623,0
1787,13,4785,128,unknown,,0,16,34,61801,1059393,0
367,0,711,32,thetwebseries.com,,0,73,289,106393,149254,0
249,0,18462,49,instinctmagazine.com,,0,82,20,4988,21578,0
109,0,288,12,onemorelesbian.com,,0,64,398,43431,68471,0
90,0,91,3,youresotalented.net,,0,74,261,23563,35849,0
85,0,815,14,seedsseries.com,,0,72,264,22483,34673,0
61,0,69,0,vimeo-chromecast-prod.s3.amazonaws.com,,0,0,0,0,36886,0
47,0,1688,6,remezcla.com,,0,53,104,4926,13204,0
46,0,81,9,lesbianmedia.tv,,0,73,486,22367,30408,0
35,0,36,1,bing.com,,0,57,172,6038,15675,0
28,0,184,1,kingisafink.com,,0,72,259,7265,10711,0
25,0,81,3,shoreline.instructure.com,,0,39,155,3885,9736,0
21,0,21,1,mixcopenhagen.dk,,0,76,102,2161,2982,0
20,0,29,6,smilefart.com,,0,56,19,381,1715,0
17,0,310,4,vice.com,,0,58,531,9043,15368,0
16,0,805,2,ijoc.org,,0,37,120,1926,5316,0
14,0,15,2,yahoo.com,,0,78,335,4700,7102,0
13,0,25,1,m.lesbianmedia.tv,,0,43,337,4385,11071,0
13,0,1023,0,safe.txmblr.com,,0,31,109,1423,7276,0
11,0,172,1,shadowandact.com,,0,51,203,2234,4781,0
11,0,233,2,reelchicago.com,,0,69,196,2160,3794,0
11,0,170,0,cdn.embedly.com,,0,48,173,1913,4591,0
10,0,10,0,twitter.com,,0,29,98,981,4176,0
10,0,30,1,lesbian-lips.com,,0,59,83,838,1420,0
10,0,214,3,reclaimingyoursexy.com,,0,49,614,6142,13760,0
9,0,386,0,teenvogue.com,,0,66,211,1900,3697,0
9,0,111,0,velvetwebseries.com,,0,48,319,2878,6682,0
9,0,15,3,ajchristian.org,,0,53,218,1966,3694,0
8,0,89,0,indiegogo.com,,0,56,113,906,2098,0
8,0,17,0,yastatic.net,,0,31,136,1094,3966,0
8,0,29,4,oembed.vice.com,,0,70,41,328,464,0
8,0,22,0,girlsinfilm.net,,0,74,519,4158,5608,0
7,0,290,0,fatimahasghar.com,,0,61,252,1767,2877,0
7,0,111,1,newnownext.com,,0,53,187,1311,3740,0
6,0,6,0,app.getpocket.com,,0,79,414,2489,3126,0
6,0,8,0,samqbailey.com,,0,71,91,546,760,0
5,0,21,2,curvemag.com,,0,70,60,300,530,0
5,0,8,2,lesbian-interest.eu,,0,96,137,688,710,0
5,0,7,4,fullspectrumfeatures.com,,0,89,64,321,360,0
4,0,9,1,startrek.com,,0,80,85,340,424,0
4,0,151,0,teens.ms,,0,39,140,561,2065,0
4,0,115,1,intogirls.nl,,0,92,286,1145,1644,0
4,0,13,1,cgiii.com,,0,53,92,369,684,0
4,0,39,0,kiam-marcelo-junio.com,,0,61,1143,4573,7425,0
4,0,39,0,deadline.com,,0,71,293,1172,1644,0
