"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
8614,0,16209,1555,vimeo.com,,0,64,218,1880102,2934147,0
5318,0,5883,993,browngirlswebseries.com,,0,75,259,1378279,1828635,0
3327,0,4536,547,weareopen.tv,,0,74,287,956998,1278733,0
1662,34,5303,518,unknown,,0,5,28,65550,0,0
472,0,9002,72,remezcla.com,,0,71,123,58341,81437,0
125,0,136,10,youresotalented.net,,0,73,201,25211,34348,0
90,0,147,1,smilefart.com,,0,16,7,633,3727,0
82,0,1665,20,shadowandact.com,,0,77,56,4598,5964,0
72,0,206,0,brandonmarkell.com,,0,34,294,21210,60900,0
60,0,124,10,lesbianmedia.tv,,0,75,498,29908,39584,0
56,0,201,15,out.com,,0,62,32,1802,2878,0
53,0,71,1,bing.com,,0,52,149,7939,15240,0
48,0,802,5,vice.com,,0,47,265,12745,27117,0
40,0,114,2,onemorelesbian.com,,0,71,313,12522,17629,0
39,0,179,2,rashidak.com,,0,61,476,18570,30272,0
35,0,132,3,zackarydrucker.com,,0,68,171,5993,8804,0
31,0,31,0,salsowhat.cargocollective.com,,0,30,7,243,792,0
31,0,203,1,www-vice-com.cdn.ampproject.org,,0,55,337,10475,18977,0
29,0,3544,1,safe.txmblr.com,,0,43,141,4089,9387,0
27,0,679,4,intogirls.nl,,0,49,128,3468,6987,0
26,0,338,4,cdn.embedly.com,,0,52,214,5565,10559,0
25,0,195,0,tubefilter.com,,0,57,190,4757,8299,0
25,0,85,0,aletral.com.br,,0,75,381,9548,12605,0
25,0,33,2,yahoo.com,,0,54,107,2687,4961,0
24,0,56,0,fastcompany.com,,0,0,0,0,0,0
24,0,25,2,samqbailey.com,,0,49,31,762,1543,0
23,0,43,0,chicagoist.com,,0,50,4,103,203,0
20,0,197,4,deadline.com,,0,55,159,3183,5753,0
18,0,177,2,static.parastorage.com,,0,61,85,1543,2508,0
18,0,265,6,dirtylooksnyc.org,,0,68,24,434,638,0
17,0,17,3,chad-chaney-j7ca.squarespace.com,,0,79,93,1594,2004,0
16,0,254,0,indiegogo.com,,0,59,46,747,1252,0
15,0,225,4,elle.com,,0,77,233,3498,4521,0
15,0,292,0,kingisafink.com,,0,52,129,1944,3708,0
14,0,817,5,latina.com,,0,87,101,1426,1624,0
14,0,136,1,theverge.com,,0,52,108,1517,2877,0
13,0,120,0,amphitheater.caa.com,,0,38,98,1275,3281,0
13,0,81,4,fullspectrumfeatures.com,,0,56,47,619,1098,0
12,0,69,3,oembed.vice.com,,0,83,24,292,348,0
12,0,17,8,lesbian-interest.eu,,0,22,84,1017,4556,0
11,0,394,2,nowtoronto.com,,0,68,18,200,290,0
11,0,52,5,curvemag.com,,0,77,44,492,636,0
10,0,333,0,fatimahasghar.com,,0,46,95,956,2055,0
