"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
3096,0,10505,770,vimeo.com,,0,63,283,879190,1650857,0
1830,9,4110,116,unknown,,0,11,18,33181,869530,0
1802,0,2479,403,browngirlswebseries.com,,0,79,337,608796,934980,0
847,0,1761,135,weareo.tv,,0,58,240,203671,404872,0
333,0,1078,49,thetwebseries.com,,0,76,297,98925,136618,0
154,0,180,38,youresotalented.net,,0,77,294,45427,65601,0
109,0,315,9,onemorelesbian.com,,0,65,370,40370,66271,0
63,0,1404,3,indiewire.com,,0,40,121,7626,20979,0
60,0,61,0,vimeo-chromecast-prod.s3.amazonaws.com,,0,0,0,0,38352,0
47,0,946,6,seedsseries.com,,0,61,172,8103,19102,0
47,0,98,4,lesbianmedia.tv,,0,74,518,24369,33713,0
47,0,1667,6,remezcla.com,,0,72,261,12297,18391,0
41,0,56,4,bing.com,,0,70,297,12198,20647,0
28,0,1068,4,oembed.vice.com,,0,62,180,5047,10096,0
25,0,184,1,kingisafink.com,,0,76,335,8387,14411,0
17,0,250,4,filmstudiescenter.uchicago.edu,,0,48,26,449,1207,0
15,0,351,2,www-indiewire-com.cdn.ampproject.org,,0,48,85,1287,4995,0
14,0,16,2,samqbailey.com,,0,56,66,931,1781,0
14,0,36,2,m.lesbianmedia.tv,,0,48,224,3147,8015,0
12,0,984,2,safe.txmblr.com,,0,55,178,2143,6622,0
12,0,15,3,twitter.com,,0,70,189,2278,4889,0
12,0,32,3,lesbian-lips.com,,0,58,83,996,1704,0
10,0,17,0,smilefart.com,,0,66,34,349,1351,0
10,0,303,2,vice.com,,0,67,489,4892,9038,0
10,0,24,2,yahoo.com,,0,82,361,3617,6222,0
9,0,9,0,kimberlymichellevaughn.com,,0,63,248,2232,5528,0
9,0,195,0,vod-server.wix.com,,0,35,73,659,2079,0
9,0,35,0,alexagrae.com,,0,32,234,2114,6606,0
7,0,194,0,cdn.embedly.com,,0,31,106,746,2748,0
7,0,132,1,teens.ms,,0,83,553,3872,4647,0
7,0,184,2,ijoc.org,,0,71,291,2039,3006,0
6,0,143,1,shadowandact.com,,0,51,170,1023,2462,0
6,0,348,0,fatimahasghar.com,,0,76,262,1573,2466,0
6,0,18,0,rave.aula.education,,0,0,0,0,1998,0
5,0,63,0,amphitheater.caa.com,,0,96,335,1676,2659,0
5,0,8,0,michaelweldondp.com,,0,16,222,1111,6540,0
5,0,135,0,nowtoronto.com,,0,33,19,98,290,0
5,0,262,0,rashidakhanbeymiller.com,,0,74,819,4095,6880,0
5,0,63,0,candorarts.com,,0,42,343,1718,4025,0
4,0,10,0,startrek.com,,0,62,65,263,424,0
4,0,39,0,billboard.com,,0,19,50,202,1012,0
4,0,5,0,maxgmooney.com,,0,54,405,1620,2984,0
4,0,15,1,midwestfilm.com,,0,66,47,190,284,0
4,0,8,2,fullspectrumfeatures.com,,0,86,62,250,288,0
3,0,102,0,intogirls.nl,,0,96,132,397,1232,0
3,0,27,0,tvinsider.com,,0,19,53,160,1233,0
3,0,8,3,dirtylooksla.org,,0,98,57,171,174,0
3,0,48,0,elle.com,,0,20,85,257,1233,0
3,0,7,3,application.skowheganart.org,,0,98,69,207,210,0
3,0,39,0,buzzfeed.com,,0,62,178,535,852,0
3,0,13,0,girlsinfilm.net,,0,71,406,1218,1697,0
3,0,66,0,gofundme.com,,0,75,106,320,426,0
2,0,7,0,backstage.com,,0,21,109,219,1017,0
2,0,29,0,blacktvfilmcollective.org,,0,81,328,657,805,0
2,0,68,0,spectrumsouth.com,,0,51,126,252,986,0
2,0,284,0,teenvogue.com,,0,57,237,474,822,0
2,0,25,0,chicagoreader.com,,0,97,425,851,873,0
2,0,1138,0,instinctmagazine.com,,0,79,46,92,116,0
2,0,45,1,tubefilter.com,,0,57,212,425,744,0
2,0,8,0,curvemag.com,,0,62,66,132,212,0
2,0,2,0,yastatic.net,,0,48,435,871,1808,0
2,0,38,0,deadline.com,,0,36,150,301,822,0
2,0,181,0,latinorebels.com,,0,71,101,202,284,0
2,0,91,0,www-teenvogue-com.cdn.ampproject.org,,0,4,9,18,821,0
2,0,6,0,medium.com,,0,42,174,348,822,0
2,0,24,0,afropunk.com,,0,42,410,820,1943,0
2,0,36,0,out.com,,0,15,11,22,214,0
2,0,36,0,redbull.com,,0,3,2,5,283,0
1,0,1,0,sam-bailey-rln9.squarespace.com,,0,94,113,113,119,0
1,0,2,1,lesbian-interest.eu,,0,99,141,141,142,0
1,0,117,0,secondcity.instructure.com,,0,13,54,54,411,0
1,0,90,0,seedandspark.com,,0,0,0,0,72,0
1,0,6,0,cgiii.com,,0,79,136,136,171,0
1,0,12,0,hkdproductions.com,,0,8,76,76,847,0
1,0,5,1,skindeepmag.com,,0,99,141,141,142,0
1,0,27,0,www-billboard-com.cdn.ampproject.org,,0,42,107,107,253,0
1,0,15,1,huffingtonpost.com,,0,99,141,141,142,0
1,0,42,0,autostraddle.com,,0,64,92,92,142,0
1,0,11,0,chicagotribune.com,,0,32,150,150,464,0
1,0,70,0,indiegogo.com,,0,60,172,172,282,0
1,0,13,0,theaerogram.com,,0,34,136,136,398,0
1,0,8,0,tendernessandtiaras.tumblr.com,,0,90,256,256,284,0
1,0,36,1,theguardian.com,,0,99,141,141,142,0
1,0,51,0,theverge.com,,0,44,182,182,411,0
1,0,7,1,toyafromharlem.com,,0,99,141,141,142,0
1,0,1,1,tubemote.com,,0,99,283,283,284,0
1,0,1,0,d28ibit8794q5t.cloudfront.net,,0,1,7,7,411,0
1,0,15,0,danielkisslinger.com,,0,5,37,37,735,0
1,0,49,0,latina.com,,0,44,91,91,203,0
1,0,30,0,bluestockingsmag.com,,0,66,94,94,142,0
1,0,22,0,kiam-marcelo-junio.com,,0,3,84,84,2459,0
1,0,83,0,mcachicago.org,,0,40,57,57,142,0
1,0,1,0,fawziamirza.com,,0,27,12,12,43,0
1,0,1,0,nathan-salter.com,,0,42,325,325,767,0
1,0,1,0,yandex.ru,,0,69,467,467,669,0
1,0,39,0,futurehood.net,,0,6,65,65,934,0
1,0,16,0,bet.com,,0,58,83,83,142,0
1,0,11,0,outtheboxcg.com,,0,6,30,30,464,0
1,0,8,0,pitchmanager.caa.com,,0,0,0,0,460,0
1,0,5,1,www-buzzfeed-com.cdn.ampproject.org,,0,99,283,283,284,0
1,0,11,0,gomag.com,,0,3,15,15,411,0
1,0,34,0,refinery29.com,,0,91,375,375,411,0
