"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
13,1,37,7,vimeo.com,,0,46,160,2092,4665,0
2,0,114,0,khadijahwhite.com,,0,6,4,8,215,0
1,0,1,0,bing.com,,0,27,30,30,108,0
0,0,6,0,derekleemcphatter.com,,0,0,0,0,0,0
0,0,2,0,search.daum.net,,0,0,0,0,0,0
0,0,4,0,safe.txmblr.com,,0,0,0,0,0,0
0,0,1,0,blackgirlrevolution.tumblr.com,,0,0,0,0,0,0
0,0,1,0,gawker.com,,0,0,0,0,0,0
0,0,1,0,en.wikipedia.org,,0,0,0,0,0,0
0,0,1,0,wordisbondthedoc.tumblr.com,,0,0,0,0,0,0
0,0,4,0,culturebot.org,,0,0,0,0,0,0
0,0,35,0,unknown,,0,0,0,0,0,0
0,0,17,0,atomculture.wordpress.com,,0,0,0,0,0,0
"
",,,,,,,,,,,
