"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
2099,0,6337,364,vimeo.com,,1978,60,292,614274,1129936,1007
1589,0,2013,245,weareo.tv,,515,64,325,517350,910081,461
1093,0,1395,222,browngirlswebseries.com,,301,78,351,384311,586177,259
837,30,6082,144,unknown,,830,19,65,55145,379335,342
195,0,957,15,thetwebseries.com,,77,76,302,58922,80162,43
102,0,855,20,justcallmeripley.com,,34,89,289,29552,38682,18
90,0,270,9,onemorelesbian.com,,72,73,457,41150,58735,56
48,0,51,3,youresotalented.net,,8,64,252,12130,20516,7
42,0,57,5,bing.com,,24,61,146,6139,14556,21
39,0,1592,12,reelchicago.com,,103,68,151,5926,11293,16
37,0,452,2,indiewire.com,,197,46,141,5219,12321,32
33,0,1307,2,remezcla.com,,187,56,159,5255,12203,16
30,0,68,5,lesbianmedia.tv,,24,84,537,16112,19773,20
24,0,45,2,thehavenweb.com,,8,73,528,12690,18727,7
20,0,167,3,kingisafink.com,,15,64,214,4290,6700,6
19,0,19,2,nathan-salter.com,,9,40,294,5586,14573,9
17,0,25,0,janadmclain.com,,6,33,402,6848,20282,6
15,0,335,3,vod-server.wix.com,,97,24,47,718,4970,7
14,0,22,1,smilefart.com,,12,59,51,725,1873,9
14,0,616,2,ijoc.org,,42,62,101,1427,5018,4
14,0,18,1,derrickwoodsmorrow.com,,11,54,499,6993,12922,8
13,0,109,0,honeypotperformance.org,,6,33,215,2799,8334,3
13,0,201,1,bookbeccabrown.com,,61,55,188,2448,4758,6
12,0,28,0,yastatic.net,,11,46,250,3006,8106,6
11,0,11,0,shyyness.com,,1,32,166,1828,8098,1
10,0,47,2,sonideni.com,,15,62,88,889,1420,4
10,0,125,1,blog.oniciamuller.com,,71,67,280,2804,5969,7
9,0,22,3,filmfreeway.com,,11,68,425,3825,6539,5
8,0,19,1,liztoonkel.com,,8,85,242,1943,2272,6
8,0,9,2,fullspectrumfeatures.com,,7,73,46,372,576,6
7,0,7,0,catherine-yang-c2gn.squarespace.com,,0,56,382,2675,4772,0
7,0,198,1,fatimahasghar.com,,84,73,129,909,2873,5
6,0,26,0,intomore.com,,8,0,0,0,5571,3
6,0,28,2,curvemag.com,,11,56,60,360,636,5
6,0,41,0,bitchmedia.org,,13,74,362,2177,2940,4
6,0,25,0,rashidakhanbeymiller.com,,13,61,701,4211,8256,6
6,0,8,1,samqbailey.com,,3,68,70,424,737,2
5,0,115,2,cdn.embedly.com,,38,73,333,1669,2279,5
5,0,76,0,amphitheater.caa.com,,8,52,337,1688,3233,3
5,0,87,4,afropunk.com,,6,98,140,702,715,2
5,0,78,1,intogirls.nl,,22,99,82,410,2053,3
5,0,17,0,yahoo.com,,7,43,216,1081,2470,4
5,0,177,0,vice.com,,34,43,316,1583,4518,2
5,0,13,0,ajchristian.org,,4,53,143,718,1332,3
5,0,126,1,www-indiewire-com.cdn.ampproject.org,,50,41,83,415,1665,5
4,0,5,0,headmastermagazine.com,,2,64,595,2383,3692,1
4,0,54,0,spectrumsouth.com,,13,82,202,810,1972,3
4,0,135,0,teens.ms,,26,56,184,736,1584,2
4,0,45,0,indiegogo.com,,2,61,130,522,1128,1
4,0,376,0,instinctmagazine.com,,71,33,14,59,316,3
3,0,65,1,seedandspark.com,,28,95,45,137,216,1
3,0,3,0,sirdannyfarber.com,,3,20,79,238,1779,3
3,0,7,0,the-right-swipe.com,,3,11,104,314,2691,2
3,0,48,0,deadline.com,,14,3,5,15,1232,2
3,0,7,0,lesbian-lips.com,,5,53,76,228,426,3
3,0,45,1,latina.com,,14,44,91,273,609,2
3,0,7,1,lesbian-interest.eu,,7,64,91,275,426,3
3,0,195,2,loveislove-club.net,,38,96,199,599,623,3
3,0,3,0,nalac.submittable.com,,1,45,250,750,1632,1
3,0,3,0,buzzfeed-animals-hd.blogspot.com,,0,31,89,268,852,0
3,0,39,0,alexagrae.com,,8,62,389,1167,1857,1
2,0,6,0,shoreline.instructure.com,,3,0,1,3,1532,2
2,0,11,0,hellobeautiful-com.cdn.ampproject.org,,5,50,206,413,822,1
2,0,373,0,teenvogue.com,,140,88,362,725,822,2
2,0,107,1,thedailybeast.com,,15,92,65,131,142,2
2,0,55,0,theverge.com,,20,61,252,505,822,1
2,0,2,0,d28ibit8794q5t.cloudfront.net,,0,9,55,111,1137,0
2,0,26,0,tubefilter.com,,5,92,190,381,744,1
2,0,2,0,journeyswithjenna.com,,2,5,38,76,1510,2
2,0,2,0,vibe.com,,2,52,144,288,553,2
2,0,2,0,diginamicproductions.com,,1,0,1,2,1762,1
2,0,2,0,mateo-gonzales.com,,1,52,212,424,801,1
2,0,26,1,ashnimusic.com,,9,71,293,586,822,1
2,0,13,0,mrbrianmorgan.com,,8,88,492,984,1114,1
2,0,30,0,aletral.com.br,,1,43,220,440,1010,1
2,0,2,0,yandex.com,,1,18,60,120,1273,1
2,0,2,0,flatworm-deer-8jmw.squarespace.com,,1,33,137,275,822,1
2,0,10,0,news.northwestern.edu,,2,3,18,36,954,1
2,0,18,0,odinakaezeokoli.com,,5,53,465,931,1750,2
2,0,68,1,autostraddle.com,,14,99,834,1668,1681,0
2,0,23,0,dreverywoman.com,,1,32,43,86,264,1
2,0,8,0,rachelrelman.com,,4,65,703,1406,2148,1
2,0,56,0,candorarts.com,,21,47,380,760,1610,2
2,0,11,0,girlsinfilm.net,,3,51,328,656,1286,1
2,0,112,1,beacordelia.com,,47,83,278,556,666,1
2,0,17,0,www-vice-com.cdn.ampproject.org,,8,0,0,0,1806,1
2,0,1299,1,safe.txmblr.com,,123,7,19,38,520,2
1,0,65,0,vasiliospapapitsios.com,,7,4,5,5,122,0
1,0,13,0,thoughtcatalog.com,,1,0,0,0,55,0
1,0,5,0,whohaha.com,,1,0,0,0,141,1
1,0,3,0,womenandhollywood.com,,0,54,225,225,411,0
1,0,29,0,chicagotribune.com,,4,0,0,0,463,0
1,0,6,0,startrek.com,,1,83,89,89,106,1
1,0,19,1,tendernessandtiaras.tumblr.com,,3,99,283,283,284,1
1,0,13,0,www-theverge-com.cdn.ampproject.org,,4,0,0,0,411,0
1,0,1,0,theblakcollective.com,,0,0,6,6,934,0
1,0,26,0,theguardian.com,,10,75,107,107,142,1
1,0,37,0,blacktvfilmcollective.org,,7,89,43,43,48,1
1,0,2,0,www-billboard-com.cdn.ampproject.org,,0,0,0,0,253,0
1,0,21,0,tvinsider.com,,14,97,400,400,411,1
1,0,34,0,tumbex.com,,4,87,249,249,284,1
1,0,32,0,kiam-marcelo-junio.com,,7,79,38,38,48,1
1,0,1,0,kimberlymichellevaughn.com,,0,0,0,0,546,0
1,0,43,1,latinorebels.com,,4,98,57,57,58,1
1,0,11,0,artiishak.wixsite.com,,5,92,694,694,754,0
1,0,5,1,themuse.jezebel.com,,1,99,141,141,142,0
1,0,4,0,lifewithjrdn.com,,1,5,21,21,411,1
1,0,16,0,elle.com,,6,99,408,408,411,0
1,0,2,0,webflixnchill.com,,0,0,0,0,463,0
1,0,6,0,www-startrek-com.cdn.ampproject.org,,1,57,61,61,106,0
1,0,92,0,mcachicago.org,,27,35,2390,2390,6748,1
1,0,1,0,michaelchyatt.com,,1,0,0,0,1500,1
1,0,7,0,feedreader.com,,1,78,111,111,142,1
1,0,59,1,oembed.vice.com,,19,98,57,57,58,1
1,0,13,1,out.com,,4,98,71,71,72,1
1,0,4,1,frameline.org,,3,98,70,70,71,1
1,0,1,0,periscopepa.com,,0,14,10,10,71,0
1,0,1,0,freethework.com,,1,92,132,132,142,1
1,0,1,0,freethebid.com,,1,47,134,134,284,1
1,0,9,0,quarelifetv.com,,3,37,233,233,627,1
1,0,37,0,futurehood.net,,6,21,204,204,934,1
1,0,52,0,redbull.com,,6,0,0,0,141,1
1,0,130,0,www-teenvogue-com.cdn.ampproject.org,,45,29,120,120,411,0
1,0,27,0,cassiuslife.com,,4,0,0,0,411,0
1,0,1,0,goldpointstudio.com,,0,28,142,142,490,0
0,0,1,0,amp.chicagoist.com,,0,0,0,0,0,0
0,0,1,0,saotome-michi.tumblr.com,,1,0,0,0,0,0
0,0,1,0,sodomyordeath.tumblr.com,,0,0,0,0,0,0
0,0,8,0,gaytalk20.com,,1,0,0,0,0,0
0,0,2,0,rashida-khanbey-942b.squarespace.com,,0,0,0,0,0,0
0,0,2,0,gaygechristopher.tumblr.com,,1,0,0,0,0,0
0,0,20,0,queerty.com,,2,0,0,0,0,0
0,0,8,0,queerguru.com,,2,0,0,0,0,0
0,0,15,0,queerfudanshi.com,,1,0,0,0,0,0
0,0,1,0,queer.pl,,0,0,0,0,0,0
0,0,14,0,reinesdestempsmodernes.com,,4,0,0,0,0,0
0,0,2,0,qa.bet.com,,1,0,0,0,0,0
0,0,3,0,profporn.co,,0,0,0,0,0,0
0,0,1,0,ppwebseries.com,,0,0,0,0,0,0
0,0,1,0,portfolios.sae.edu,,0,0,0,0,0,0
0,0,16,0,plus.netzun.com,,0,0,0,0,0,0
0,0,1,0,phenomenelle.de,,1,0,0,0,0,0
0,0,1,0,averagemovies.com,,0,0,0,0,0,0
0,0,6,0,pastemagazine.com,,0,0,0,0,0,0
0,0,2,0,papermag.com,,0,0,0,0,0,0
0,0,1,0,forum.popjustice.com,,0,0,0,0,0,0
0,0,1,0,open-tv.squarespace.com,,0,0,0,0,0,0
0,0,86,0,fobiaseries.com,,22,0,0,0,0,0
0,0,1,0,oliviarosecurry.com,,0,0,0,0,0,0
0,0,3,0,oldsite.planet-nation.com,,0,0,0,0,0,0
0,0,1,0,offtharecord.com,,0,0,0,0,0,0
0,0,1,0,stephomestart.wordpress.com,,0,0,0,0,0,0
0,0,2,0,vimeo-chromecast-prod.s3.amazonaws.com,,2,0,0,0,0,0
0,0,52,0,nowtoronto.com,,23,0,0,0,0,0
0,0,3,0,flatworm-harp-x3fa.squarespace.com,,0,0,0,0,0,0
0,0,32,0,newnownext.com,,4,0,0,0,0,0
0,0,5,0,netacademia.hu,,0,0,0,0,0,0
0,0,2,0,nbcunitips.submittable.com,,1,0,0,0,0,0
0,0,2,0,filmstudiescenter.uchicago.edu,,0,0,0,0,0,0
0,0,1,0,feministsorgnow.tumblr.com,,0,0,0,0,0,0
0,0,1,0,mylilefeluke.blogspot.sk,,0,0,0,0,0,0
0,0,34,0,mylilefeluke.blogspot.com,,0,0,0,0,0,0
0,0,7,0,mtv.com,,1,0,0,0,0,0
0,0,9,0,atomculture.wordpress.com,,1,0,0,0,0,0
0,0,1,0,midwestfilm.com,,0,0,0,0,0,0
0,0,7,0,feedly.com,,1,0,0,0,0,0
0,0,3,0,mesonjixxmesonjixxmesonjixx.tumblr.com,,0,0,0,0,0,0
0,0,9,0,meida-mcneal.squarespace.com,,0,0,0,0,0,0
0,0,2,0,medium.com,,2,0,0,0,0,0
0,0,1,0,mdrnmstry.tumblr.com,,0,0,0,0,0,0
0,0,5,0,fastcompany.com,,0,0,0,0,0,0
0,0,39,0,estruturas.club.hotmart.com,,0,0,0,0,0,0
0,0,1,0,m.wirtualnemedia.pl,,0,0,0,0,0,0
0,0,2,0,m.huffpost.com,,0,0,0,0,0,0
0,0,9,0,m.chicagoreader.com,,2,0,0,0,0,0
0,0,4,0,youresotalented.tumblr.com,,2,0,0,0,0,0
0,0,1,0,erinturney.com,,0,0,0,0,0,0
0,0,24,0,liz9oneii.tumblr.com,,0,0,0,0,0,0
0,0,1,0,liz-toonkel-7jw2.squarespace.com,,0,0,0,0,0,0
0,0,1,0,littletalkss.tumblr.com,,0,0,0,0,0,0
0,0,12,0,lisatomdp.com,,0,0,0,0,0,0
0,0,30,0,linkedin.com,,1,0,0,0,0,0
0,0,2,0,dailypress.com,,0,0,0,0,0,0
0,0,4,0,libertine-mag.com,,1,0,0,0,0,0
0,0,49,0,whateverspectrum.com,,4,0,0,0,0,0
0,0,1,0,yeseniamejiasite.wordpress.com,,0,0,0,0,0,0
0,0,35,0,eadic-udima.com,,0,0,0,0,0,0
0,0,18,0,leosidran.com,,1,0,0,0,0,0
0,0,7,0,laurenvernea.com,,4,0,0,0,0,0
0,0,1,0,ariesmarsinthe3rd.tumblr.com,,0,0,0,0,0,0
0,0,1,0,dickwe3d.tumblr.com,,0,0,0,0,0,0
