"plays","downloads","loads","finishes","domain","path","unique_loads","mean_percent","mean_seconds","sum_seconds","total_seconds","unique_viewers"
21,0,123,8,vimeo.com,,0,54,273,5736,10455,0
10,0,302,3,khadijahwhite.com,,0,60,108,1086,3403,0
4,0,74,0,unknown,,0,17,237,949,5377,0
2,0,2,1,bing.com,,0,99,65,130,1741,0
0,0,2,0,search.daum.net,,0,0,0,0,0,0
0,0,1,0,philebrity.com,,0,0,0,0,0,0
0,0,4,0,blog.empowerment-group.org,,0,0,0,0,0,0
0,0,1,0,google.com,,0,0,0,0,0,0
0,0,4,0,gawker.com,,0,0,0,0,0,0
0,0,12,0,eulamusic.com,,0,0,0,0,0,0
0,0,11,0,derekleemcphatter.com,,0,0,0,0,0,0
0,0,7,0,culturebot.org,,0,0,0,0,0,0
0,0,1,0,crabbygolightly.com,,0,0,0,0,0,0
0,0,9,0,tvisual.org,,0,0,0,0,0,0
0,0,1,0,blackgirlrevolution.tumblr.com,,0,0,0,0,0,0
0,0,38,0,atomculture.wordpress.com,,0,0,0,0,0,0
0,0,9,0,arthurkade.com,,0,0,0,0,0,0
"
",,,,,,,,,,,
